English,Kikuyu
"Other potato producing counties
include Kisii, Nyamira, Kirinyaga, Muranga, Baringo, Nandi, Laikipia and Kericho","Kaunti iria ingīikūragia waru nīhamwe na Kisii, Nyamira, Kirinyaga, Muranga, Baringo, Nandi, Laikipia na Kericho"""
"Upcoming potato producing counties include: Machakos, Makueni, Embu, Kajiado,
Tharaka Nithi, Samburu, Kwale and Nairobi","Kaunti īrīa īngīireukiriria gūkūria waru nī: Machakos, Makueni, Embu, Kajiado,
Tharaka Nithi, Samburu, Kwale na Nairobi"""
Why is field sanitation in potato production?,Nīkīīgītūmaga ūrigitani ūkorūo ūrīwa bata harīkūrīma waru?
Field sanitation prevents diseases and is done by the removal of all early disease inoculum in field before planting,ūgītheria wa mīgūnda nīūgiragia mīrimū na ūrutagwo na njīra ya kweheria indo ciothe iria irīmūgūnda mbere ya kūhanda
"potato plant residues, volunteer plants, culled tuber piles, residual tubers in soil, weeds","matigari ma mīmera ya waru, mīmera ya kwīrutīra,mīrigo ya mbūrū, mĩmera ĩrĩa ĩtigarĩte tĩĩri-inĩ, mĩmera mĩũru"
How is equipment sanitation ensured?,Ũtethio wa ithui ni ũgwatĩkīrwo atĩa?
Equipment hygiene – clean all tools / tractors / shoes when going from one field to the next. ger crop.,Gũthambia indo cia wĩra ⁇ gũthambia indo ciothe cia wĩra / macini cia gũkururia / iratu cia gũthiĩ kuuma mũgũnda ũmwe nginya ũngĩ.
In the morning start clean – in the newer fields and access older fields last – to avoid moving the inoculum from the older crop to the youn,Rūcinīkwambīrīria gūtheria ⁇ mīgūnda-inīīrīa mīerū na kūingīra mīgūnda-inīīrīa mīkūrū mūthia  nīguo gwīthema gūthamia inoculum kuuma mūgūnda-inīūrīa mūkūrū nginya ūrīa mwerū
Which is the most recommended mode of irrigation in potato production?,Nīnjīra īrīkū ya kūhehenja īrīa yagīrīire mūno harīkūrīma waru?
Overhead irrigation on hilled potato furrows is the most common irrigation way.,Gūitīīrīrio maaīna igūrū nīnjīra īrīa īhūthagīrūo mūno ya kūitīīrīrio maaī.
This requires high water volume and a high-pressure pump to execute.,ūndū ūcio ūbataraga maaīmaingīna bomu ya kūhūūra maaīna hinya mūnene.
Drip irrigation is the fastest growing method of irrigating potatoes because it is water efficient,Kũminjamũra na njĩra ya kũminjamũra nĩ njĩra ya gũkũra na ihenya mũno ya kũhe waru maĩ tondũ nĩ ĩteithagia kũhũthĩra maĩ wega
When is irrigation most prefered in potato production?,Nĩ hĩndĩ ĩrĩkũ kũhehenja kũhũthagĩrũo mũno mũgũnda-inĩ wa mahũa?
"During tuber formation, irrigation is done sufficiently to support the crop’s increased water needs.","Hĩndĩ ya kũmbwo kwa mĩmera, mũgũnda ũhehagwo maĩ wega nĩguo ũhote kũhe irio iria ciendagio."
It is the most important stage of the crop irrigation.,Nīyo ikinya rīrīa rīa bata mūno harīkūhe irio maaī.
"When the tubers mature, less irrigation is carried out.","Hīndīīrīa mīmera īyo īrerete, ndūhūthagīra maaīmaingī."
What is the best manure for potatoes?,Nīthūmū ūrīkū mwega wa waru?
It has been shown that chicken manure pellets are the go-to choice fertilizer for potato farmers.,Nīkuonekete atīmagego ma mūtararīko wa ngūkū nīmo magego marīa mathuuragwo mūno harĩ arĩmi a waru.
"Potatoes thrive in calcium-rich soil, this helps produce large full flavour potatoes.","Waru ciongagīra tīīri-inīwīna calcium nyingī, na ūndū ūcio nīūteithagia kūruta waru nene cia mūtararīko."
Chicken manure pellets contain up to 7% calcium.,Mbūri cia ngūkū nīikoragwo na calcium ya hakuhī7%.
These pellets also release their nutrients slowly over 3 months.,O na ningīmīmera īyo īkoragwo na irio nyingīīrekagiriria kahora ihinda-inīrīa mīeri 3.
Which fertilizers and manure are best for potatoes?,Ni batalizer na mũtararĩko ũrĩa wega mũno harĩ waru?
Apply DAP fertilizer in the rows at planting at the rate of 500 kg/ha (or 200 kg/īka),Hũthĩra DAP mũtaratara-inĩ wa kũhanda na ũigana wa 500 kg/ha (kana 200 kg/īka)
"On acidic soils, apply Monoammonium Phosphate (MAP) at the same rate as DAP","Thĩinĩ wa tĩĩri wina acidi, ũhũthagĩre Monoammonium Phosphate (MAP) na ũigana wa DAP"
Take half litre container and fill it with the fertilizer and apply uniformly in 15m furrow.,Oya gĩkombe kĩa nuthu ya rita ũiyũrie na mũtararĩko na ũhũthagĩrũo na njĩra ĩmwe na mĩtaro ya mita 15
Fertilizer is applied in the rows and mixed thoroughly in the soil.,Baterlizer ĩhũthagĩrũo na njĩra ya kũiga mĩtaratara na ĩgatukanwo wega na tĩĩri.
Apply well decomposed manure at the rate of 5-10t/ ha. Well rotten manure helps to prevent the occurrence,Hũthĩra mũtararĩko mwega ũigana wa 5-10t/ha. Mũtararĩko mwega wa indo cia mũgũnda nĩ ũteithagia kũgirĩrĩria ũndũ ũcio
What is the best fertilizer for potatoes?,Nĩ baterlizer irĩkũ njega makīrīa cia waru?
Potatoes require different types of nutrients to thrive.,"Nīguo waru ikūre, nīibataraga irio cia mīthemba ngūrani."
"For example, potatoes need nitrogen to boost growth and potassium to protect the tubers from disease attacks.","Kwa ngerekano, waru nīibataraga nitrogen nīguo ikūre na potassium nīguo īgitīre mīmera īyo ndīgathūkio nīmīrimū."
"Potatoes will also require calcium and sulfur. Calcium strengthens the cell walls, making the plant less susceptible to diseases.","O na ningīmbembe nīibataraga calcium na sulphur. Calcium nīīgīaga na hinya thīinīwa tūhengereta, na ūndū ūcio ūgatūma mīmera īyo īkorūo ītarīūgwati-inīwa kūrūara."
"Sulfur is essential because it produces amino acids and methionine, which increases yields.","Sulfur nīya bata mūno tondū nīīkoragwo na amino acids na methionine, iria ciongereraga magetha."
"You can apply Sarfi Sarvi fertilizer, Safi foliar, or safi Biochar when using organic fertiliser.","No ũhũthĩre mũhu wa Sarfi Sarvi, Safi foliar, kana safi Biochar rĩrĩa ũrahũthĩra mũhu wa kĩĩmwĩrĩ."
Safi biochar helps the soil hold nutrients and prevent erosion.,Safi biochar īteithagīrīria tīīri kūiga irio na gwīthema kūhūahūana.
"If you have a water problem, use Safi biochar because it traps moisture, preventing water from evaporating.","Angīkorūo ūrīna thīna wa kwaga maaī, hūthagīra Safi biochar tondū nīīnyitaga ūrugarī, īgītūma maaīmatikanyitwo nīrīera."
What are some of the common fertilizers used in potato production in Kenya,Nĩ baterlizer irĩkũ ingĩ cia bata ĩhũthĩrĩtwo harĩ kũhanda waru bũrũri wa Kenya?
"Some of the common fertilizer used at potato planting include NPK 17:17:17, DAP, Baraka®, Yara Power® and MEA-NPK® 16:8:26.","Nyūngū imwe iria ihūthagīrūo mūno hīndīya kūhanda mbembe nīta NPK 17:17:17, DAP, Baraka®, Yara Power® na MEA-NPK® 16:8:26."
"Where DAP is chosen as the planting fertilizer, K should be supplied from another source, because DAP does not contain K.","Harīa DAP īthuurītwo īrīmūgunda wa kūhanda, K yagīrīirwo kūrutwo na kīhumo kīngī, tondū DAP ndīna K"
Application of K through sulphate of potash (SOP) is preferred to potassium chloride (muriate of potash or MOP) as potatoes are sensitive to chloride (Cl-).,Kūhūthīra K kūgerera potash sulphate (SOP) nīwega gūkīra kūhūthīra potassium chloride (muriate of potash kana MOP) tondū waru nīciīriragīria chloride (Cl-).
Is top dressing important in potato production in Kenya ? What are the recommended practices?,Hihi kūgūria mbura nĩ ũndũ wa bata kũhũra waru bũrũri-inĩ wa Kenya? Nĩ njĩra irĩkũ ciagĩrĩire kũhũthĩrũo?
"During a first fertilizer top-dressing, apply one quarter teaspoon (0.5 g) of urea to each plant on the shoulder of the ridge and immediately cover with soil.","Hīndīya kūhūūra mūhu mbere, hūthīra gīcunjīkīa gīcunjīgīa inya gīa gīkombe (0.5 g) kīa urea harīmīmera o yothe īrīa īrīmwena-inīwa rūthingo na ūhumbīre na tīīri o hīndīīyo."
The first top dressing should be done one month after planting.,ūhoro wa mbere wa kūhumba no mūhaka ūhumbwo mweri ūmwe thutha wa kūhanda.
This translates to 10 to 20 days after the sprouts emerge from soil.,Mahinda macio makoragwo marīkuuma thikū 10 nginya 20 thutha wa tūhuti tūu kūmerūka.
"A second top-dressing applies an additional 0.5 g urea to each plant, placed on the shoulder of the ridge.","Ihinda rīa kerīrīa kūhumba, o mūtīūhūthagīrūo 0,5 g ya urea īngī, īgatwarwo mwena ūrīa ūngīwa rūthingo."
It should be covered by soil immediately after application.,Kīndū kīu kīagīrīire kūhumbwo na tīīri o na ihenya thutha wa kūhūthīrūo.
The second top dressing should be done at the flower bud-formation stage.,Gūthondekwo gwa kerīkwagīrīire gwīkwo hīndīīrīa mahūa marambīrīirie kūgīa.
What are some of the secondary nutrients required for potato production?,Nĩ indo irĩkũ ingĩ cia bata harĩ kũhanda waru?
"Secondary nutrients, required in smaller amounts, include calcium (Ca), magnesium (Mg), and sulphur (S).","Indo ingīcia kūheaga ūgima wa mwīrī, iria ciabataranagia na tūcunjītūnini, nīta calcium (Ca), magnesium (Mg), na sulphur (S)."
"Micronutrients include boron (Bo), copper (Cu), chlorine (Cl), iron (Fe), manganese (Mn), molybdenum (Mo), and zinc (Zn), which occur in very small amounts in both soils and plants, but their role is equally as important as the major or secondary nutrients.","Micronutrients nīhamwe na boron (Bo), copper (Cu), chlorine (Cl), iron (Fe), manganese (Mn), molybdenum (Mo), na zinc (Zn), iria cionekaga na tūcunjītūnini mūno tīīri-inīna mīmera-inī, no itemi rīacio nīrīa bata o ta ma nutrients marīa manene kana ma sekondarī."
What are some of the micronutrients important in potato production?,Nīindo irīkū iria irīmuoyo imwe irībata harīgūthondeka waru?
Certain micronutrients must be supplied for high potato yields in some soils.,Mīmera īmwe nīībataraga kūheo indo cia kūigana nīguo waru ikorūo na magetha maingīmīgūnda-inīīmwe.
Zinc (Zn) and manganese (Mn) may be needed in calcareous alkaline soils.,Zinc (Zn) na manganese (Mn) no ikorūo irīcia bata mūgūnda ūrītīīri calcareous alkaline
"For example, the fungicide Mancozeb is a source of Zn, and copper (Cu).","Kwa ngerekano, dawa ya kūniina mīmera ītagwo Mancozeb īkoragwo na Zn, na copper (Cu)."
Copper may be needed in peat soils but is usually sufficient in most mineral soils.,"Thitima no ībataranie mūgūnda-inīwa peat, no kaingīnīīkinyaga mūgūnda-inīwa mineral."
Boron (B) may be needed where the soils are deficient in it.,Boron (B) no ībataranie kūrīa tīīri ūtarīna boron.
"Iron (Fe), chloride (Cl- ) and molybdenum (Mo) are generally not deficient in soils that are used for potato production.","Thīinīwa mīgūnda īrīa īhūthagīrūo gūthondeka waru, indo ta icango (Fe), cloride (Cl- ) na molybdenum (Mo) itiūraga."
"The most effective application method depends upon the micronutrient, soil conditions, and the point in the growing season at which a deficiency is observed.","Njīra īrīa njega mūno ya kūhūthīra irio icio īhocetie harīūrīa irio icio irīna tūcunjītūnini twa irio, ūrīa tīīri ūhaana, na ihinda rīrīa rīna bata wa irio icio."
Which fertilizer is recommended for potato production?,Nīmūhihano ūrīkū ūragīrīrio kūhūthīra hīndīya kūrīma waru?
The Best soil to use in potato production will depend on the soil/leaf analysis that is done periodically as per program,Tĩri Ũrĩa Mwega Ũngĩhũthĩra mũgũnda-inĩ wa kũhanda mbembe nĩ ũgũkorũo wĩhocetie harĩ mũgũnda wa tĩĩri/mathangũ gũthuthuria ũrĩa gwĩkagwo mahinda kwa mahinda kũringana na mũbango
Why is irrigation important in irish potato production and when should it be done?,Nĩkĩ kũheana maĩ nĩ kwa bata na ni rĩ twagĩrĩirũo nĩ gwĩka ũguo?
"For a good and regular growth, the potato plant requires a sufficient water supply, especially when the stolons (offshoots of the main roots where the potatoes are attached) are developing and the number of tubers is established.","Nĩguo mbegũ ĩhote gũkũra wega, nĩ ĩbataraga kũheo maĩ ma kũigana. makĩria hĩndĩ ĩrĩa mĩmera ya mĩri ĩrĩa mĩnene ĩhũthagĩrũo kũhũũra waru o na gũtuĩka nĩ gũkoragwo na mĩmera mĩingĩ, na mũigana wa mĩmera nĩ ũmenyekete."
When the soil is dry during this period fewer tubers will be created.,"Hīndīīrīa tīīri nīmūūmū, ihinda-inīrīu mīmera ītarīmīingīnīīgūciarūo."
"The ultimate way is the use of drip irrigation, this way the plant has sufficient water all the time, no water is spoiled by evaporation and the soil condition stays good.","Njīra īrīa njega mūno nīkūhūthīra njīra ya gūitīīrīria maaīna tūramu, na njīra īyo mīmera īkoragwo na maaīma kūigana hīndīciothe, gūtirīmaaīmathūkagio nīkūhūyūka na tīīri ūkoragwo ūrīmwega."
In some soils the use of sprinkler irrigation will compact the soil so oxygen becomes a problem and the potatoes grow slowly and harvesting becomes difficult.,Thĩinĩ wa mĩgũnda ĩmwe kũhũthĩrũo maaĩ na njĩra ya gũitĩrĩria maaĩ nĩ gũgatũma tĩĩri ũingĩhe Kwoguo riera rĩgatuĩka thĩna na waru ikũraga kahora na gũgetha gũgatuĩka ũndũ mũritũ.
"If you are able to manage your time well and it is practical, we recommend irrigation to be done late afternoon to avoid a lot of evaporation.","Angīkorūo no ūhote kūhūthīra ihinda rīaku wega na no ūhote, twagīrīirūo nīkūminyagīria maaīhwaī-inīnīguo gūtigakorūo na rīera rīingī."
Why is it important to practice crop rotation in potato seed production?,Nīkīnīūndū wa bata kūhūthīra mūgūnda wa gūcenjania mbeū hīndīya kūrīma waru?
"Have a good crop-rotation, just once in four years potatoes on the same field, otherwise the number of nematodes will increase.","Gĩa na ihinda rĩega rĩa kũrĩma, o rĩmwe tu thutha wa mĩaka ĩna, mbembe ikoragwo mũgũnda-inĩ ũmwe, ĩngĩkorũo ti ũguo mũigana wa nematode nĩkwongerereka."
Fields for ware production should be free from nematodes!,Mīgūnda īrīa īhūthagīrūo gūthondeka indo cia kūruga yagīrīirūo gūkorūo ītarīna mītarakwa!
"If no other alternatives, use a nematicide (nematode killing or disabling chemical) before or simultaneously at planting.","Angīkorūo gūtirīnjīra īngī, hūthīra dawa ya kūniina mītarakwa (chemical ya kūūraga kana kūniina mītarakwa) mbere ya kūhanda kana hīndīo īyo."
"The same principle of crop rotation applies to the risk of bacterial wilt, which is becoming a big challenge in many parts of the country.","ūndū o ta ūcio wa kūgayūkania mīgūnda ūhūthīkaga harīūgwati wa mīmera kūbutha, ūndū ūrīa ūrathiīna mbere gūkorūo ūrīūritū mūno icigo-inīnyingībūrūri-inī."
"Once you have bacterial wilt in your farm, you will hardly get rid of it and experience significant decrease in yields plus a hardly sellable end product.","ūngīgīa na bakteria mūgūnda-inīwaku, no ūkorūo ūrīūndū mūritū kūmīthūrima na ūgaakorūo na ūnyinyi mūnene wa magetha o hamwe na indo itangīendio."
"The fields from which you will harvest your potatoes, can be planted with other crops that are not botanically related to potatoes.",Mīgūnda īrīa ūkūgetha waru yaku no īhandwo na mīmera īngīītarīya waru.
"Potatoes are in the Solanacea family, other crops in this family are e.g. tomatoes, capsicums, nightshade (managu), tobacco, eggplant, but also weeds like sodom apple.","Ngarīki nīcia famīlīya Solanacea, na mīmera īngīthīinīwa famīlīīyo nīta Nyanya, capsicums, nightshade (managu), thigara, eggplant, na mīmera īngīta apple ya sodom."
Cereals and legumes are the best to rotate with potatoes for better pest/disease cycle disruption.,Mahūa na matu nĩ njega gũcenjania na waru nĩgetha kũgĩe na mũgarũri mwega wa mĩrimũ na tũgunyũ.
What are the essential nutrients in irish potato production?,Nĩ irio irĩkũ cia bata thĩinĩ wa gũkũra waru wa Irish?
Nitrogen: Nitrogen is important in fueling growth and providing high yields.,Nitrogen: Nitrogen nīya bata harīkūhe irio irio na kūgīa na magetha maingī.
It ensures optimal photosynthate production in leaves.,Nĩ ĩteithagia gũthondeka photosynthate wega mathangũ-inĩ.
Nitrogen is important in fuelling growth and providing high yields.,Nitrogen nīya bata harīgūtwarithia na mbere wongerereku na kūhe magetha maingī.
"It is largely needed during leaf formation and then for tuber growth and yield, when it ensures optimal photosynthate production in the leaves.","Nĩ ũbataranagia mũno hĩndĩ ya gũthondeka mathangũ na thutha-inĩ nĩ ũndũ wa gũkũra kwa mĩmera na magetha mayo, hĩndĩ ĩrĩa ĩgũthiĩ na mbere kũruta photosynthate wega thĩinĩ wa mathangũ."
"Phosphorus: Phosphorus is important for early root and shoot development, providing energy for plant processes such as ion uptake and transport.","Phosphorus nĩ ya bata harĩ Kũgĩa na mĩri na mĩmera ya mbere, kũheaga mĩmera hinya wa kũhũthĩra maũndũ-inĩ ta gũthondeka ioni na gũcitwara."
"At tuber initiation, an adequate supply of phosphorus ensures supplies of optimum numbers of tubers are formed.","Hīndīīrīa mīmera īramerūo, phosphorus īrīa yagīrīire nīīkoragwo na ūhotekeku wa kūiga mūigana ūrīa wagīrīire wa mīmera."
"While potatoes are very responsive to fresh soil phosphate, the economic optimum rate is often very difficult to define.","O na gūtuīka waru nīciiguaga wega rīrīa irīna phosphate mūgūnda-inīmwerū, kaingīti ūndū mūhūthū gūtaarīria ūritū wa phosphate ūrīa wagīrīire."
Rates will depend on soil type and soil test results.,Mūigana wa indo icio ūkoragwo wīhocetie harīmūthemba wa tīīri na moimīrīro ma ūthuthuria wa tīīri.
Potassium: Potassium plays a key role in water relations and good overall plant health.,Potassium: Potassium nīīkoragwo na itemi rīa bata harīkūnyua maaīna ūgima mwega wa mīmera.
Potato plants absorb large quantities of potassium throughout the growing season.,Mīmera ya waru nīīnyitaga potassium nyingīihinda-inīrīothe rīa gūkūra.
"Potassium has an important role in the control of the plant water status and ionic concentrations inside plant tissues, including stomata.","Potassium nīīkoragwo na itemi rīa bata harīkūrūgamia ūrīa maaīma mīmera matariīna harīkūrūgamia ioni thīinīwa mīmera, o hamwe na tūnua twa mīmera."
"As a result of the improved cell strength that potassium provides in potatoes, stress such as frost can be better tolerated.","Nīūndū wa hinya ūrīa potassium īheaga tūhengereta twa mbatatī, mūndū no ahote gūkirīrīria maūndū moru ta heho."
"Calcium: Calcium is a key component of cell walls, helping to build a strong structure and ensuring cell stability.","Calcium: Calcium nīkīndū kīa bata mūno thīinīwa tūhengereta, na nīīteithagia gūthondeka tūhengereta tūrīa tūrīna hinya na tūkarūgitīra."
"Internal disorders such as IRS (internal rust spot or internal brown spot - IBS) can be reduced by a good calcium supply, in the form of calcium nitrate, at ridging or during tuber initiation.",Mathĩna ma thĩinĩ ta IRS (kĩronda kĩa thĩinĩ kana kĩronda kĩa thĩinĩ kĩa rangi wa burauni - IBS) no ĩnyihanyihio na njĩra ya kũheo calcium nyingĩ ta calcium nitrate hĩndĩ ya kũhanda kana hĩndĩ ya kũhanda mĩmera.
"Experience shows that ensuring there is a minimum of 0.15% calcium in the peel, improves potato skin finish, boosts disease tolerance and minimizes IRS.","Ũmenyeru wonanagia atĩ gũtigĩrĩra atĩ calcium nĩ ĩkoragwo na icunjĩ cia 0.15% thĩinĩ wa gĩkoro, nĩ ĩteithagia waru kūgia ngothi wega, ĩgatũma ĩhote kũhiũrania na mĩrimũ na ĩkaregana na mũrimũ wa IRS."
"All nutrients,especially the major ones being N, P, and K, should be added in good balance as per your soil analysis, to avoid irregular feeding.","Maciaro mothe, na makĩria marĩa manene N, P, na K, magĩrĩirũo gũcokanĩrĩrio wega kũringana na ũthuthuria waku wa tĩĩri, nĩguo gwĩthema kũrĩithia na njĩra ĩtarĩ ya kĩhooto."
"Irregular feeding can lead to tuber cracks and hollow hearts, just like may happen if moisture is irregular during the growing season.",Kũrĩa na njĩra ĩtarĩ ya kĩhooto no gũtũme mĩgogo ya tũcungwa na tũcungwa twa ngoro o ta ũrĩa kũngĩthiĩ angĩkorũo rĩera rĩa maĩ rĩtiagĩrĩire hĩndĩ ya gũkũra.
"Calcium, Magnesium, Sulphur, and Borium are considered as part of the most secondary essential nutrients, just like NPK.","Calcium, Magnesium, Sulphur, and Borium niciuíkanite ta irio  cia bata ota NPK"
Why is ridging important and how and when should it be done?,Kwenja mítaro ní gwa kíguni kíríkú na íbatie kwenjuo atiabna rí?
"Ridging or hilling up the soil around the potato plant, helps the farmer in many ways.",Gúthikíkíríra ní kwa bata kúrí múrímí harí njíra ta.
One is controlling weeds.,"Wambere, ní kúgiríríria gúthegea kwa ria."
"The best moment to re-ridge is when the new plant is just emerging, at the 4-8 leave stage.",Ihinda riega ria gúthikíkíríra ní riria waru ciaku ní ríría írutite mathangū 4-8
"If there are weeds at this stage, you can cover them together with the potato plant, and they will not be strong enough to re-emerge, contrary to your potato plant.","Angíkoruo ní harí ria ihinda rírí, ríkunike níguo ríremuo kumíra na hinya"
A second reason for re-ridging is to give the new tubers more space to grow.,Bata úngí wa gúthikíkíríra waru ní gúcihe kamweke kega ga gúkúra.
"A big ridge also protects your tubers from growing out of the ridge onto the surface area, and as a result becoming green because of exposure to sunlight.",Gúthikíkíríra ní gúteithagia waru citikoimire igúrú wa tírí naguo citigacenjie rangi wao nginya ngirini níundu wa ríua
"Green tubers are not suitable for consumption, they are poisonous!",Waru cia ngirini citibatie kúrio tondú ní thumu
"Manual (re)ridging can be done with a jembe or hoe, where you dig some loose soil from the furrow and put it on top of the ridge.","No úhúthire icembe,húma úgíthikíríra.  Ongerers tírí múhúthú kuma mútaro ini uongerere gítína íní kía waru."
The soil you heap to form a ridge also plays an important role to protect the young roots and stolons from the scorching sun when there are no rains.,Oúgúo gúthikíkíríra ní gúteithagia kúmenyerera mírí mínini kúmana na riua ríría gútarí mbura
"The trenches between ridges helps in harvesting the water during the rains, thus keeping your soil most until another rainfall.",Mítaro íría ígatagati ka waru nííteitgagia kúiga maí hīndī ya mbura naguo tírí úgaikara na úgunyu nginyagia hīndī íngí ya mbura
Always be careful not to cut the stolons and roots when digging up the soil for ridging;,Menyereraga úgíthikíríra ndúgathúkíe mírí
they grow very close to the surface and if you damage them a lower yield will be the result.,Mírí íkúraga hakuhī na tírí na ingíthuka no ínyihie maciaro
Ridging / hilling up is making a nice wide and high ridge.,Gúthikíkíríra nígúteithagia gúkara mikaro míarie
If the planting has been done properly just 2cms of soil will be added on top of the original ridge.,Angíkoruo ní uhandite wega úbatie úongerere 2cm cia tírí igúrú ria tírí wa mbere
"Never bury new plants deeper than 4cms, as this may stress or suffocate the plant and will bring an enormous decrease in yield.",Ndúbatie gúthika múmera makíria ma 4cm tondú nocigie mímera yaku ya waru na úgúo kúnyihia magetha.
"Do not ridge on very wet, or very dry, soils.",Ndgakare kúndu kúhehu kana kúmú makíria
Moderate soil moisture is necessary for good firm ridges.,Ūhehu wa gatagatíini ni mwega harí gúthondeka míkaro mínyitu
"When using a tractor, you need narrow wheels to ensure you do not break or destroy the ridges with the tyres.","itinga gúkara, tígíríra magúrú ní maceke níguo rítigathúkie mikaro íyo"
What is the maturity period for irish potato in Kenya?,Waru cíkúraga thutha wa kahinda kaigana atía Kenya?
Maturity Period: Range between 3 – 4 months after planting depending on the variety.,Nigúo gúkúra warú cihúthagira mīeri 3-4 thutha wa kúhanda kúringana na mūthemba wa waru
"Tubers harvested while still immature tend to have low dry matter content and to suffer more skin damage, resulting in easier infection by fungal and bacterial pathogens.",Waru igethetuo citarī ngúrú ni úmíríria múnini na cigakoruo na thina wa ngothi na cikagwatia mírímú naihenya.
"However, seed potatoes are often harvested early, to avoid virus infection that may occur during the latter part of the growing season",Mbeu cia waru cigethaguo gatene níguo kúgiríríria itikanyitúo ní mírímú
What is the importance of dehaulming when and how should it be done?,kúbuta mahuti ma waru marí bata úríkú na mabatíe kúrutuo atía?
Cutting vegetative material 2 weeks before harvesting hardens the skin of tubers.,Kúrenga mathangú wiki igírí kabere gútumaga waru ciumírírie ngothi.
Hardening of skin tuber reduces damage of tubers during harvesting & post-harvest handling.,Kúúmiríria ngothi íteithagia waru itigathúke cikígethuo na thutha wa kúgethwo.
What is the average irish production per īka in Kenya?,magetha ma waru íka imwe maigana atía Kenya?
Average yield in Kenya: 3.2 tons/īka but the Yields potential: 16 tons/īka,Magetha ma gatagatíini Kenya: ní tani 3.2 harí íka no írute tani 16 harí íka.
What is greening in potato and how can it be prevented?,Waru kúgia rangi wa grini ní kuga atía na íngí girírírio atia?
The greening of potato is caused due to the exposure of the tubers to sunlight which causes the development of the green pigment called Solanin.,Waru kúgia rangī wa ngirini níundu wa ríua. Rangi úyú uthondekaga kemiko ítaguo Solanin
"This reduces the market value due to it's poor colour, taste and cooking quality.","Rangī úyu níuteaga thoko níundu wa kwaga kúgucíríria, gútee múcamo na kwaga kúrugíka"
This can be prevented by practicing earthing up after every top dressing.,No úgírírírie úú úngíkíra tírí o thutha wa gúita bataraitha
This prevents the exposure of the tubers to sunlight.,Gwíka úú kúgiragíríria waru citigacinuo ní ríua
Greening of potato is also usually seen in the tubers immediately after harvesting.,waru no cigíaga rangī úyu thutha wa kúgetha níundu wa kwaníkúo ríua ini
