English,Kikuyu
Only thoroughly decomposed manure should be used to avoid possible introduction of cutworms in the field.,O thumu ūrīa mūhīu wega noguo ūbatiī kūhūthīka nīguo kūgirīrīria kūrehe igunyū mūgūnda-ini.
The DAP fertilizer should be mixed thoroughly with the soil to avoid possible scorching of the seedlings.,Bataraitha ya DAP yagīrīirwo gūtukanio wega na tīri nīguo ndīgacine mīūngūrwa
When is top dressing done and  which fertilizer should be used in top dressing of cabbage?,Bataraitha ya mathangū īkagīrwo ihinda rīrīkū na nī īrīku njega gūīkīra Kabici-ini
The crop should be top dressed with CAN fertilizer in 2 splits to avoid nutrient loss through leaching as well as excessive soil salinity.,Bataraitha ya mathangū ni CAN na yagīrīirwo gūīkīrwo maita merī nī ūndū wa kūmenyerera gūte īrio cia bata harī mūmera na cīngīura kūhetūkīra maaī maingī kana uongerere ūrūrū tīri-ini.
The first split is applied at a rate of 10 g/plant (100 kg/īka) 2 – 3 weeks after transplanting.,Rita rīa mbere yagīrīirwo nīguīkirwo gramu ikūmi harīo mūmera (100kg/īka) wiki 2-3 thutha wa kūhanda
The second split is applied at a rate of 20 gm/plant (200 kg/īka) at the onset of head formation.,Rita rīa kerī yagīrīirwo nīgūīkīrwo gramu 20 harīo mūmera (200kg/īka) rīrīa mboga īrakūnja.
Placement method is preferred over broadcasting as it is more effective and economical,Gūīkīra bataraitha gītinaini nīyo njīra īrīa njega tondū  nīnyihagia hathara
What amount of manure should I use to plant cabbage?,Njagīrīrwo kūhūthira thumu ūigana atīa kūhanda kabici?
"At planting, apply 2 – 3 handfuls of manure per planting hole (8 tons/īka) and (10 g) of DAP per planting hole (80 kg/īka).",ūkīhanda īkīra ngundi 2-3 cīa thumu o harī irima rīa kūhanda (tani 8 harī īka) na giramu ikūmi cia DAP o harī irima rīa kūhanda. (kilo 80 hari īka)
What are the deficiencies of potassium in cabbage?,Hihi ūnyihu wa Potasium wīyonanagia atīa harī Kabicī
"Potassium (K) deficiency can result in marginal necrosis and lower head quality, but its excess can cause the heads to open (NB: Fertilizer application rates is guided by soil and leaf analysis",Potassium īngīnyīha harī mūmera nīigiragīrīria mboga gūkūmba wega. ūingi wayo nītumaga kabici yatūke
Which material should I use in cabbage mulching?,Nī indo irīku cingītūmīka kwarīra kabici mūceni?
"Mulching of the soil with material such as crop residues, compost or plastic sheeting to reduce water loss, splashing and break some pest life cycles","Gūtandīkīra no ūhūthire mahuti ma mīmera, thumu kana minyore nīguo kūgirīrīria kūra kwa maaī, na kūraga tūtambī"
What nutrients are important in cabbage production?,Nikī mboga ībataraga nīgetha ikūre wega?
Cabbage needs plenty of nutrients. NPK is needed for head formation.,Mboga ībataraga bataraitha ya NPK nigetha īkūmbe wega.
"However, excess nitrogen (N) may cause loose head formation and internal decay.",No nitrogen nyingī no īgirie mboga īkumbe wega na kūbutha thīinī.
"Potassium (K) deficiency can result in marginal necrosis and lower head quality, but its excess can cause the heads to open.",Potassium īngīnyīha harī mūmera nīgiragīrīria mboga gūkūmba wega na īngīingīha no yatūke
"The plants have high Sulfur requirement; sensitive to deficiencies of Calcium, Magnesium, and Boron.",Mūmera ūngīgīa sulphur nyingī ni unyihagia magnesium na boron.
What are the water requirements for cabbage production?,Mboga ībataraga maaī maigana atīa nīguo īkūre?
The optimal amount of rainfall required for Cabbage during the growing period is 500 mm.,maaī marīa ībataraga ni mirimita 500.
"Regular watering ensures uniform.Watering should be reduced as crop matures head formation, prevents head splitting and increases the size of the head.",Gūitīīrīria maaī ūrīa kwagīrīire gūtūmaga kabici ikūre cigananīirie. Wagīrirwo nikūnyihia maaī oūrīa mboga īraneneha kugirīrīria gwatūka na nigetha kabici īnenehe.
Excessive watering increases water logging hence deficiencies of Magnesium and Phosphorus.,ūgunyu mūingī nī utūmaga tīri ūnyihie Magnesium na phosphorus.
"Use potable water for irrigation for food hygiene.Irrigation can be overhead, drip or furrow","Hūthīra njīra cia kūhe maaī ūgīthamagia nīguo ūhote kwīiga ūtheru. No ūhūthīre jeti, mīberethi ya kūhe maaī kana mītaro."
How do I control weeds in cabbage production?,Ingīgirīrīria ria atia ūrīmi-inī kabici?
"Weed control is especially important early in the season when weed competition can substantially reduce vigor, uniformity, and overall yield.",Kugirīrīria ria rīria rīrī inini nio njīra īrīa njega rītanathūkia na kūnina hinya wa mīmera.
"Weed control is especially important early in the season when weed competition can substantially reduce vigor, uniformity, and overall yield.",Kūrīmīra nīgwabata makīria kīambīrīria-inī kīa kīmera rīrīa ria rīhotomagia mūkūrīre wa kabici na thutha-inī maciaro moothe.
Optimal production of these Brassica leafy vegetables depends on successful weed control.,Nīguo ūgīe na magetha mega ma kabici wagīrīirwo kūeheragia ria wega.
"Weeds reduce yields by direct competition for nutrients, water, and light.","Ria rīnyihagia magetha nīūndū wa gūtharana na mīmera irio, maaī na ūtheri."
Should I remove all crop residues of the previous crop from my filed before planting cabbage?,Ninjagīrīirwo kūeheria mahuti mothe ma mīmera īria īrahandītwo mbere ya kūhanda mboga?
All crop residues should be removed and destroyed by burning or burying in deep pits.,Mahuti mothe ma mīmera ya hau kabere yagīrīirwo nīgūcinwo kana gūthikuo irima-inī rīriku.
"This helps prevent last season’s pests including caterpillars, aphids and beetles re-infesting your new crop and also control fungal and bacterial diseases.","Njīra īno īteithagīrīria kūnina tūtambi tūrīa tūrarī hau mbere, tūgunyu na mīrimu yothe īngītambio harī mīmera mīerū"
How do I prevent weeds on my cabbage?,Tūngīgirīrīria ria atīa mūgunda-inī wa mboga?
"Thorough land preparation, example: by plowing and harrowing",Kūharīria mīgūnda wega ta gūcimba na kūhūra hianyū
"• During the seed bed preparation, make sure that the seed bed is free of weeds.",ū kiharīria tuta wagīrīirwo nigūtigīrīra ndīrī na ria ona hanini
• Place the fertilizer where the crop has the access to it but the weeds do not.,īkīra bataraitha hakuhī na mūmera harīa hatarī na ria.
This allows the crop to be more competitive with weeds.,Īno njīra īteithagia mūmera gūtharana na ria wega
• Maintain cleanliness on the drainage canals,Tigīrīra mītaro ya gūte maaī nī mītheru
"• Keep the surroundings of your farm free of weeds, unless they are maintained and intended as habitat for natural enemies",Iga mūgūnda waku ūtarī na ihinga cia ria ūtangīkorwo ndūkwenda gūtheria na ūrenda gūthondeka imamo cia thū
• Mulching: Use rice straw as mulch to partially control weed.,Kwarīra: hūthīra mahuti ma mucere ta kwarīra nīguo kūgiria ria kūmera.
Apply straw perpendicularly to the rows at a rate of 5 t/ha.,Banga mahuti ma mūcere gatagatī ka mīmera mūigana wa tani ithano harī hectare īmwe
Apply mulch within a few days after transplanting.,Arīra thikū nini thutha wa kūhanda
• Crop rotation. Do not continuously plant crucifers in the same field.,ūgacenjania mīmera yaku ndūgacokie mūmera ūrī barī īmwe na ūcio uma ho
• Regularly monitor the status of your crops,Ikara ūkiroraga mīmera yaku ihinda kwa ihinda
What are the mechanical.physical ways of controlling weeds on my cabbages?,Ni njira īrīkū cia macini kana cia moko cia kugirīrīria ria kabici- ini ?
Hand weeding. The weeds are easier to control in their earlier growing period.,Kurīmira na moko- njīra īno īgiragia ria gūkūra rīrī inini.
Do not let the weeds to flower.,Ndukareke ria rīkūre nginya rīīkīre kīro
Remove them from the field before they start to flower.,Rīeherie rītanagīa kīro
Weeds bearing seeds should not be placed in compost since seeds may not be killed in the process of decomposition.,Ria rīrī na mbegū rītikaigirīrwo handū harī na thumu tondū mbegū ndīkuaga handū thumu ūrabutha.
"Otherwise, compost might be a source of reintroduction of weeds into your fields.","Ona kūrī ūguo rī, thumu no ūkorwo kīhumo kīa ria."
"• Hoeing, mowing, and cutting","Gucimbūrania, kūrima na kwenyūranga ibūru."
How do I know that my cabbages are ready for harvest?,Ingīmenya atīa kabicī nī nginyu kūgethwo?
Maturity Period: 2.5 – 4 months after transplanting depending on variety and location,Mboga īkūraga na mīeri 2-5 kuuma gūthamia tuta-inī kūringana na mūthemba kana kūrīa īkūrīirio.
• Maturity: When the head becomes firm,Gūkūra : kīongo kiomīrīria
• Harvest the heads before they pass the prime stage to avoid cracking or splitting,Getha kabici itanakīria kahinda gagukura nīguo ndīgatūke.
• Cut heads at the base and leave the outer leaves to protect the head and keeping it fresh,Getha mboga itanakīria kahinda gagukura nīguo ndīgathūke.
• Avoid bruising the head as it encourages rotting,Menyerera kūguraria mūtwe wa mboga rīrīa ūrakūmba nīguo ndūkabuthe.
What is the average yield of cabbages per īka?,Īka īkūraga kabici cigana atia?
Yields: 15 – 68 tons per īka (depending on the variety and crop husbandry),īrutaga tani 15-68 kūringana na mūthemba wa kabici na ūrīa ītungatītuo.
How to prepare land for planting?,Mūgūnda wa kūhanda mboga ūharagīrīrio atīa?
"Cabbage is a shallow rooted plant; therefore, deep tillage is not required.","Kabici ndirī mīri mīriku, kwoguo, hatiri bata wa kūrīma ūrikītie mūno."
How do I prepare land for transplanting of cabbages seedlings?,Ūharagīria atīa harīa urathamīria mīungūrwa?
"Plough and harrow the field until the soil is fine, level and free of weeds and plant debris.",Cimba na ūhure hianyū wūigananie na weherie ria na mahuti mothe
Form the bed with a plow by opening furrows to a depth of 20 cm during the dry season or at least 30 cm during the wet season,Thondeka tuta na theci na ūkare mīkaro ya 20cm hīndi ya riūa na 30cm hīndi ya mbura
What are the steps for nursery establishment?,Nī makinya marīkū wagīrīirwo kūrūmīrīra ūgīthondeka tuta?
Prepare a seedbed of 1 m width and of a convenient length.,Thondeka tuta ya uraihu wa mita īmwe na wariī kuringana na mūigana wa mbegū ciaku
Make drills on the seedbed at a spacing of 10 – 20 cm apart.,Thondeka tūrima tūnini utigithūkanītie na sentimita 10-20.
Thinly sow the seeds in the drills and cover lightly with soil.,Rekia mbeū tūrima-īni ucoke uthike na gatīri kanini
"Use certified seed with special attributes, such as tolerance/resistance to pest and diseases and high yielding.","Handa mbeū irīa hetūkie, irī  na ümīrīru gwītiria tutambi na mīrimū na iciaraga wega."
The seed rate is about 100-120 g/īka (depending on variety (F1/OP) and spacing).,Īka īmwe ībatiī kūhandwo ngiramu 100-120 kūringana na muthemba(F1/OP) na ūrīa watigithūkania
What are the management practices in cabbage nurseries?,Ūmenyagīrīra mboga atīa irī tuta-inī?
Water thoroughly after transplanting and regularly.,Itīīrīria maaī maiganu thutha-inī wa gūthamia kuuma tuta-inī.
"However, avoid over-watering which can lead to “Damping-off” disease.",Ona kūrī ūguo rī menyerera gūīkīra maaī maingī ndūkabuthie mīmera
Start hardening the seedlings 1 – 2 weeks before transplanting by reducing the frequency of watering.,Anjīrīria kūnyihia maaī tuta-inī ūtigarītie wiki 1-2 gūthamia nīguo īmenyerere gūcenjia
Mulching is important to provide favourable environment for seedlings and the shade over the nursery,Kwarīra mīmera mūceni nī kwega tondū nīitethagia mīūngūrwa gūkorwo na rīera rīega rīa gūkūra na kīruru natharīīni
Why are raised beds important in nursery management?,Tuta ya kūmbwo īgūrū nīya bata atia harī kūmenyerera mīmera?
Raised beds recommended for root development and proper drainages,Tuta ya kūmbwo īgūrū nīnjega harī mīrita ya mīūngūrwa na gūte maaī
• Bed width of 1 meter and a convenient length not exceeding 100 meters and a height of 15 centimeter,Tuta ya warie wa mita imwe na ūraihu ūtakīrītie mita igana rīmwe na ūriku wa sentimita ikūmi na ithano
How is a cabbage nursery bed prepared?,Tuta ya kūhura kabici īharagīrio atīa?
Seedbed is prepared approximately 5 - 15 cm high and 1.0 m wide.,Tuta yagīrīirwo nīgukorwo na ūriku wa 5-15 cm na warie wa mita īmwe
Apply a thin layer of compost on the seedbed before mulching (with rice straw).,Ongerera thumu mūhīu mūnini īgūrū ūcoke warīre na mahuti ma mūcere
"In a square meter seedbed, incorporate 40 g ammonium sulfate, 50 g super phosphate, 30 g potassium chloride, and 2 kg/ com post.","Natharī ya mita imwe o mwena, hūthira gramu 40 cia ammonium sulfate, gramu 50 cia super phosphate, gramu 30 cia potassium Chloride n kilo igirī cia thumu wa mahuti."
Commercial inorganic fertilizer could be skipped for organic farming.,Ndūkahūthīre bataraitha cia matukainī ūkīrīma na njīra ya kīmerera
Ask assistance from the local agriculturist office for advice in growing organic cabbage and in order to maintain and supply the nutrient requirement of the plant.,"ūria ūteithio kūri abitha wa ūrīmi, ūkīrīma na njīra ya kīmerera nīguo ndūkanyihie indo cia bata iria kabici īrabatara"
"Protect the seedbed with a net or shed to prevent the seedlings from early pest infestation, heavy rain, and direct sunlight.","īkira neti ya kīruru tuta-inī nīguo kūgitīra mīūngūrwa kūrīo nī tūtambi, gūkuo nīkīguū kana gūcinwo nīriūa"
What is the main nutrition importance of cabbage?,Mboga yongagīrīra kī mīrīini itū?
"Contains Calcium, Iron, Vitamin A, C & E, Minerals, Riboflavin, Nicotinamine and Ascorbic Acid.","Kabici ikoraguo na Calcium, Iron, Vitamin A, C & E, Minerals, Riboflavin, Nicotinamine na Ascorbic Acid."
Cabbage has cleansing effect of stomach and intestinal tract if consumed raw without salt due to high sulphur and chlorine content,mboga nīteithagia gūthambia nda na mara īngīrīo īrīnjīthī na ītarī cumbī tondū nīirī na sulphur na chlorine
How can cabbage be eaten/used?,Kabici īngīrīo kana kūhūthīka atīa?
"Cabbage is used as vegetables can be eaten raw, cooked, boiled, stuffed and sauerkraut.","Kabici no īrīo ītarī nduge, īrugītwo, īcamūkītio kana ītukanītio thīinī wa indo ingī."
The field byproducts are good source of animal feeds.,Mahuti macio nī irio njega cia ng'ombe
What are the advantages of consuming cabbages?,Nī maūguni marīkū maumanaga na kūrīa mboga?
Cabbage contains mustard oil that give them distinctive odor and taste.,Kabici ikoragwo na maguta ma mūtararīko marīa mamiheyaga mūtararīko wīkūraine na mūcamo.
It is an excellent source of minerals such as potassium and high in vitamins A and C. and calcium.,Ni kihumo kiega kia cumbī ta potassium na vitamin A na C ona calcium
"Crucifers (cabbage, broccoli, cauliflower, etc) are particularly effective against colon cancer and also protect against cancers of the skin, breast, stomach, bladder, liver and lung;","Bamīrī ya mboga (kabici, broccoli, cauliflower na ingī) nīiteithagia kūgīrīrīria mūrimū wa cancer ya mara ona ya ngothi, nyondo, nda, bladder, ini na mahūri"
provided there are not much pesticide residues.,Angikorwo gūtirī na matigari ma dawa cia kūraga tūtambi
What are the major pests that affect cabbage in Kenya?,Nī tūtambi tūrīkū tūgūmagīra mboga mūno Kenya?
"Diamondback Moth (DBM),Cabbage Sawfly,Aphids Slugs Cutworms","Diamondback Moth (DBM), Sawfly cia mboga, ūme, Ndinoho na tūtengūri"
How to identify diamond back ?,ūngīmenya atīa atī kīhuruta nī mūthemba wa Diamond back?
Male adult is small grayish moth with diamond pattern on its back when wings are closed.,Kīhuruta kīa njamba gīkīgima gīkoragwo kīa rangi wa kīmūhū wīcorete na mūhianīre wa diamond rīrīa kīhingīte mathagu.
Eggs laid on upper surface of leaves (one female can lay 400 eggs).,Matumbī marekagio igūrū rīa mathangū (Kīhuruta kīmwe kīa nga no kīrekie matumbī magana mana)
What are the damages of diamondback moth in cabbages?,Nīūūru ūrĩkū ūrehagwo nī kĩhuruta kĩa diamond back thĩinī wa Kabicī?
The pale green larvae feed on the underside of leaves making “windows”.,Kīgunyū kīa diamond back kīrīa mwena wa thīī wa mathangu gīgathodeka icigo ihana tūtirica.
Pupation takes place into a silken gauze-like cocoon at underside of leaf.Infestations are normally serious in drier months.,Namba ino īingīhaga haria hanyoroku thī wa mahuti na nī nyingī makīria icīgoini cia ūrugarī
Failure to form heads if infested early,Mboga nīyagaga gūkūmba īngīgūmīrwo.
How is diamondback moth controlled in cabbage?,Kīhuruta kīa diamond black kīngīgirīrīrio atīa kabici-inī?
Use of bio-insecticides such as Bacillus thuringiensis (Bt) (DELFIN 6.4W.G® and HALT 50WP®).,Hūthīra dawa cia tūtambi ta Bacillus thuringiensis (Bt) (DELFIN 6.4W.G® and HALT 50WP®).
Intercropping with other crops which act as repellants (e.g. Tomato) or trap crops (e.g. Indian Mustard) reduces DBM destruction on Cabbage.,"Kūhandanīria na mīmera mūthemba ūngī ūrīa ūteithagia kūingata tūtambi (ta nyanya) kana mīmera īrīa īhūthagīrwo ta mūtego (Indian Mustard) nīīnyihagia gūthūkio kwa mboga nī DBM
 ."
"When Tomato is used as a repellent, Cabbage is planted 30 days after Tomato.","Rīrīa nyanya īkūhūthīka kūingata tūtambi, kabici ibatiī kuhandwo thikū 30 thutha wa nyanya kūhandwo."
"Use of parasitic wasp (Diadegma spp.).Use of neem products, such as azadirachtin (Neemraj Super 3000®) etc.",Hūthīra tūng'ang'i mūthemba wa igi(Diadegma spp) kana dawa īthondeketwo kuuma mūtī-inī wa mūthandū ta azadirachtin (Neemraj Super 3000®) etc.
How to identify cabbage sawfly on cabbage?,ūngīhota kūmenya atīa kīgi mūthemba wa sawfly kabici-inī?
Adult is a wasp with dark thorax and blight yellow abdomen.,Kīgunyū kīagimara gītuīkaga kīgi kīna gīthūri kīirū na nda ya rangi mūcamu wa ngoikoni.
Adults fly slowly above the crop.,Kīgi kīgima kīūmbūkaga kahora igūrū wa mboga.
Eggs laid singly inside the leaf.,Matumbī marekagio marekanītie ithagū-inī.
The grayish green larvae with fleshy warts along the body feed on the blade of the leaves: often leaving only the main veins and midrib,Kīgunyū nīkīa rangi wa ngirini na kīhumbīrītwo nīkīmaaī mūgongo-inī na kīrīaga mīkiha ya mathangū: Gītigagia mūkiha mūnene tu wa gatagatī.
Larvae drop to the ground if there is slight disturbance.Pupation takes place inside the soil.,kīana gīa kīgunyū kīgūaga tīīri-inī kīngīthīnio hanini. Gīkūragīra tīīri-inī
How to control cabbage sawfly?,Ingīrigīrīria atīa sawfly mboga-inī
Destruction of wild plants of the Brassicaceae family.,Gūthūkangia kwa ria rīa barī ya Brassicaceae (famīrī cia kabici).
Use of Methoxyfenozide (RUNNER 240SC®)Imidacloprid (MURCLOPRID 25 WP®).Trichlorfon (DIPTEREX 95 SP®),Hūthīra dawa mīthemba ta Methoxyfenozide (RUNNER 240SC®)Imidacloprid (MURCLOPRID 25 WP®).Trichlorfon (DIPTEREX 95 SP®)
What types of aphid affect cabbage?,Nī mītheba īrīkū ya ūme īgūmagīra mboga?
Mealy Cabbage Aphid.False Cabbage Aphid.Green Peach Aphid,"Mealy cabbage Aphid, False cabbage Aphid, Green Peach Aphid"
How to identify a mealy cabbage aphid?,ūngīmenya ūme wa Mealy mboga-inī atīa?
They are pale green and usually covered with a light dust of mealy powder.,cikoragwo na rangi mūthitu wa ngirini na ūkahumbīrwo nīrūkūngū rūnini rwa mealy.
Aphid attack results in curled and distorted leaves which in turn leads to poor head formation.,Kūgūmīrwo nīūme gūcūngagīrīra gwīkūja na gūthūka kwa mathagū namo maumīrīra nī ciongo ciīkūnjite ūūru
How to control mealybug cabbage aphid?,Ingīgirīrīria atīa ūme wa mealybug kabici-inī?
"Natural enemies (Parasitic Wasps).Azadiractin (NEEMRAJ SUPER®, ACHOOK 0.15% EC®).","Thū cia ndūire ta ingi. Dawa Azadiractin (NEEMRAJ SUPER®, ACHOOK 0.15% EC®)."
How to identify slug in cabbage?,ūngīmenya atīa Ndinoho mboga-inī
Found under the leaves,cikoragwo rungu rwa mathangū
How to control slugs in cabbage?,Ingīgirīrīria atīa ndinoho kabici-inī
Cultural control by drowning the slugs in water (bury tins at ground level and fill with water) and add yeast to attract the slugs,Rūmīrīra njīra cia kīmerera ta gūikia ndinoho maaĩ-inī(thika tūmīkebe tīīri-inī wīiyūrītie na maaĩ) na kwongerera dawa ya kūgucīrīria ndinoho.
How to identify cut worm in cabbages?,ūngĩmenya atĩa kīgunyū gī kabici-ini?
They are grayish black larvae that partially or completely bite the stem at ground level causing the plant to fall over.,Nī igunyū cia rangi wa grey iria ciguraragīa kana kūrenga mūkori gītina-inī gūcūngīrīria mūmera kūgūa
They are often found hiding in soil near the cut seedlings,Kaingī cikoragwo ciīhithīte tīri-inī hakuhī na mūngūrwa
How to control cutworm in cabbage?,Ingīrūgamia atīa ūme mboga-inī
"Hand removal since the pest is easily found near the damaged plant, especially at the beginning of infestation.",Na njira ya kūruta na moko nīgūkorwo gatambi gaka nīkonekaga na ūhūthū mumera-inī mūthūkangie na mūno kīambīrīria-inī gīa kūgūmīrwo
Early weeding destroys sites for egg laying.,Kūrīmīra mboga tene nīgūthūkangagia gīikaro gīa kūrekeria matumbī
Ploughing exposes the pest to its predators and desiccation.,Kūrīma kūguūragia tutambī kūrī thūū ciako na kūhotomio nī riūa
Use of Beauviera bassiana/ biological insecticide (BIOPOWER 1.5®).Lambda Cyhalothrin (TATA UMEME 2.5EC®),Kūhūthīra Beauviera bassiana/ dawa cia kīmerera  (BIOPOWER 1.5®).Lambda Cyhalothrin (TATA UMEME 2.5EC®)
What are the major cabbage diseases in Kenya?,Nī mīrimū īrīku kaingī yonekanaga kabici-inī?
"Damping-off,Bacterial Black Rot,Black Leg (Dry Rot Canker),Ring Spot,Alternaria Leaf Spot,Bacterial Soft Rot,Club Root","Damping-off,Bacterial Black Rot,Black Leg (Dry Rot Canker),Ring Spot,Alternaria Leaf Spot,Bacterial Soft Rot,Club Root"
What are the symptoms of damping off?,Nī ndariri irīkū cionanagia gūkua kwa mīūngūrwa kūūmana na dumping off
The disease is caused by the fungi,Mūrimū ūyū ūrehagwo nī fungi.
• Common problem at the nursery stage,Nī moritū marīkū monekaga kaingī tuta-inī
• More likely prevalent during rainy season,No kūhoteke ūingīhe mūno hīndī ya mbura
• Too much moisture will dispose the crop to the disease.,Kūgīa na ūgunyū mūingī mūno nīgūgūtūma mbegū igwatwo nī mūrimū
Seedlings rot at the base of the stem thus falling over to the ground,Mīūngūrwa ibuthaga gītina-inī kīa mūmera macūgīrīro ūkagūa
How to control damping off in cabbage?,Ingīgirīrīria atīa dumping off kabici-inī
Avoid dense sowing which cause damp conditions.,Wītheme kūhura mbegu cinyitanīte tondū nīgūcūngagīrīria ūhehu tīīri-inī
"Avoid excessive watering and fertilization, particularly with nitrates",Wīītheme guitīīrīria maaī maingī na bataraitha gūkīra gīthimi na mūno makīria iria cīīna nitrates
• Avoid fields with a history of the disease,Wīītheme mīgūnda yanakorwo na mīrimū
• Practice crop rotation,kūmenya kugarūrīra mīgūnda
• Use certified disease-free seed,Hūthīra mbegū thuthurie citarī na mīrimū
• Solarization of seedbed where feasible,Kūhīa kwa mūgūnda nī riūa ūrīa kūngīhoteka
• Use of appropriate fungicide such as Metalaxyl-M+Mancozeb (AMIDIL 68WG®),Hūthīra dawa cia kunina fungi ta Metalaxyl-M+Mancozeb (AMIDIL 68WG®)
What are the symptoms of black rot in cabbage?,Nī maūndū marīkū monanagia black rot kabicī-inī
"This is a seed-borne bacterial disease, spread through soil + Infected debris","ūyū nī mūrimū wa bakteria ūrīa ūtheremagio nī mbegū, ūgatheremio nī tīīri na matigari ma mīmera yanagwatwo nīguo"
• Black rot infection and spread is favored by wet conditions and high temperatures (26 – 30 0C),Kūgwatwo nīgūtheremio kwa black rot kūhotithagio nī ūhehu mūingī na ūrugarī mūkīru (26-30 0c)
• Crowded plants provide conditions that are ideal for bacterial spread to nearby plants.,Gūtūmanio mūno kwa mīmera nīgūcūngagīrīria gūtherema kwa bacteria kūrī mīmera īrīa īngī
Yellow V-shaped lesions on the leaf margins which later turn brown as the leaf veins in the affected area become black,Mūmera ūgwatītwo nī black rot ūkoragwo na ndariri cionekaga tarī mūthia-inī wa ithangū na rangi wa Ngoikoni na thutha-inī cikagia rangi mwerū.
• A cross sectional cut of infected stem reveal a characteristic black ring,Mūkori mūrenge wa mūmera mūrwaru wonanagia gīthiūrūrī ta kīa mbete kīirū.
"• In later stages, affected heads turn black and soft",Thutha-inī tūongo tūrīa tūhutie nī mūrimu nītūiraga na tūkabutha
• The rotten heads give a characteristic offensive odour,Tūongo tūu tūbuthu nītucokaga kūnunga ūru.
How do I control black rot in cabbages?,Ingihota atīa gūthaitīra mūrimu ūyū wa black rot(mboga kūira)
Use certified seeds • Field sanitation (burn crop residues),Hūthīra mbeu iria hetūkie. Theria mūgūnda waku.Cina matigari ma kīmera
"• Use of resistant/tolerant varieties, e.g.) Green Challenger, Amigo F1",Hūthīra mbeū ingītiria mīrimu ta green challenger na AmigoF1
• Crop rotation (at least 3 years),Handa mbegū ngurani kwa ihinda rītanyihīire mīaka ītatu
• Use of copper based fungicide such as AMICOP 50WP® (should be sprayed at early stage of disease infestation),Hūthīra dawa cia kūhuhīra mīmera irīa irī na copper ta AMICO50WP®.Dawa ici cihūthīrwo rīrīa mūrimi ona dariri cia mūrimū ūtanatherema
What are the symptoms of black leg (Dry rot canker)?,Ndariri cia mūrimū wa kūūmīrīra(black leg/dry rot canker)nī irīkū?
"This is a seed borne fungal disease • Spread through movement of infected seedlings, garden tools and crop debris","ūyū nī mūrimū wa mbegū ūria ni fungal na ūtheremagana na njīra ya mbegū irī na mūrimū kuuma handū hamwe nginya harīa hangī,ona īndo irīa ūrahūthīka ta banga na macembe"
• It is destructive in wet soil.Leaves have light brown spots which may be circular and which later develop ash grey centres with many black spots,Mahūti Makoragwo na rangi wa gūtunīhīrīra gwa tūmaroro.Tūria tūkoragwo tūhana tūthiūrurī na tūcokaga tukahana kīmuhu Kana tūmaroro tūiru
• Stem has dark cankers extending below the soil level that kills the roots,Gītina gīkoragwo na ironda na iria itheremaga na gūkinyīra na kūraga mĩri.
• Destroys the fibrous root system,Rūthūkagia mīri īrīa ītambaga
