English,Kikuyu
"good animal husbandry practices including supplying the required feeds in the right rations,control of pests and diseases.","mītugo mīega ya ūreri wa ng'ombe, hamwe na gūcihe irio iria irabatarania na mūigana ūrīa wagīrīire, na kūrūa na tūtambi na mīrimū."
What are the benefits of using genetically superior sires or bulls for AI in dairy breeding programs?,Nī ūguni ūrīkū umanaga na ūhūthīri wa iruka cia bata cia AI gūciarithania ng'ombe cia iria?
"Use of superior sires ensures that you get calves that are superior in production,resistant to diseases, and good genetic characteristics/traits that are required to be passed to the offspring","kūhūthīra iruka iria njega gūteithagia gūciarwo kwa njaū cia bata ikahota gūkorwo na umithio mūnene, ikahota gwītiria mīrimū, na maūthi ma bata marīa magathiī kwī njiarwa."
How do I develop a breeding plan or strategy tailored to my farm's goals and resources?,Hihi mūbango mwega wa gūciarithania ng'ombe ūratwarana na muoroto wa mūgūnda wakwa na mahinya makwa ingīūthondeka atia?
"A breeding plan varies from to farm depending on the availability of resources, the target market and the context challenges that a particular farm faces.","Mūtaratara mwega wa gūciarithania ūringanaga na ūhoti na indo iria irī mūgūnda-inī, thoko na mathīna marīa makoragwo mīgūnda-inī ītiganīte."
What are the advantages of  Artificial Insemination (AI)?,Hihi maūgūni ma gūciarithania na njīra ya kūhūthīra mūbira wa AI nī marīkū?
The ability to use sires of superior genetic merit (the best bulls of the breed).,ūhoti wa kūhūthīra ndūme iria irī na ūhoti mūnene wa gūciara ng'ombe njega (Ndegwa iria njega mūno cia rūruka rūu).
In most cases producers have access to semen from the most genetically superior sires in a given breed at a cost far below what they would be required to pay if they were to purchase the natural service sire.,"Kaingī, arimi nīmahuthagīra mbegū kuuma kūrī ndegwa iria cionekaga irī njega mūno thīinī wa rūruka rūna, na thogora wacio nī mūnini gūkīra ūrīa mangīarīhire korwo nī ndūme ya kūhaica magūrire."
2) Use of proven sires with high accuracy.,2). Ūhūthīri wa ndegwa iria irī wathi mūnene.
"From a commercial standpoint, highly proven sires allows commercial cattlemen the opportunity to obtain genetics that is repeatable and provides a 2 high degree of accuracy for traits that they find desirable.","Kūringana na ūndūire wa biacara, ndegwa iria njega nī itūmaga arīmi a ndūme cia biacara makorūo na mweke wa kūgetha mbegū nyingī irī na ūhoti mūnene wa gūciarithia ng'ombe njega na ikwendeka."
This is especially important when using AI in replacement heifers.,ūndū ūyū nī wa bata makīria rīrīa mori cia gucenjia rūruka īkūheo mūbira wa AI.
Selecting semen from highly proven sires allows producers to identify matings that reduce calving difficulty.,Gūthura mbegū cia ndegwa iria hītūkie nī gūteithagia arīmi kūmenya ng'ombe cia gūciarithania nacio nīgūo kūnyihia moritū maria monekanaga hindī ya gūciara.
3) Producers have the ability to mate specific sites to individual cows.,3). Arīmi nīmari ūhoti wa kūmenya ndegwa iria mekūhūthīra kūhe ng'ombe mbegū.
This way producers may match desirable traits of cows and bulls for genetically superior calves.,"Ūū, arīmi no maciaranithie ng'ombe na ndegwa iria irī na maūthī na ngūmo iraringana nīgwo maciarīrwo njaū njega."
4) AI provides an opportunity to reduce the number of herd bulls needed in cattle operation.,4). Kūhūthīra mbegū cia AI nī kūhotithagia arīmi kūnyihia ndegwa mīgūnda-inī yao.
One of the largest expenses that the average beef cattle operation incurs is the cost of maintaining a bull and repairing damage done by bulls to existing pastures and facilities.,Ngarama īmwe nene mūno mūrimi wa ndegwa akoragwo nayo nīyagūcitungata na gūikara agīthondekaga kūrīa īrathūkia.
Reducing the need for herd sires reduces these maintenance costs.,Kūnyihanyihia ndegwa nī kūnyihanyihagia ngarama ici.
5) Improved genetics of offspring.,5). Njaū irī na maūthi na ngumo njega.
The offspring from cows that became pregnant to AI are usually genetically superior to natural service.,Mori cia AI kaingī ikoragwo irī njega gūkīra iria cia kindūire kana iciarītwo nī ndegwa.
These offspring are later maintained in the herd as replacement females and will transmit improved genetics to their offspring.,"Thutha ūcio, mori icio nīicokaga ikarerwo nīgwo ikūrie rūūru rūu."
6) Improved reproductive performance of the cow herd.,6). Ngo'mbe nyingī gūkorwo nīiraciara thīinī wa rūūru.
When used in conjunction with estrus synchronization the impact on reproductive performance of the cow herd is extensive.,"Rīrīa īhūthīrītwo hamwe na mūbango wa kūreka ng'ombe ciītie ndūme ihinda rimwe, rūūrū nī rūnenehaga naihenya."
"Producers can have a reduced calving season, cows become pregnant earlier in the breeding season, and offspring are healthier and larger at weaning.","Nao arīmi makagīa na ihinda ikuhī ria gūciarithia ng'ombe ciao, ng'ombe ikagīa mahu tene na njaū igakūra irī na ūgima mwega wa mwīrī na ūritū mūnene igītigithio kuonga."
What are the nutritional requirements for dairy cattle?,Nī maūndū marīkū maroragwo rīrīa tūkūhe ng'ombe cia iria irio?
"A dairy cattle requires different nutritional requirements depending on age,size, lactating stage, environmental conditions among others.","Ng'ombe ya iria nīrī mabataro ngūrani ma irio kūringana na ūkūrū, mūigana wa mwīrī, ihinda rīrīa īraruta iria, rīera na maūndū mangī maingī."
"Generally the cow body needs energy,proteins,fibre,water and minerals/vitamins.","Kwa njīra nguhī, mwīrī wa ng'ombe ya iria ūbataraga irio cia kūmihe hinya kana energy, proteins, fibre, maaī, cumbī o na vitamins."
How do I formulate a balanced diet for dairy cows?,Ingīhota atīa gūthondeka irio iria ciagīrīire ng'ombe ya iria?
"For a healthy and productive cow, feed on a balanced diet.","Nīgetha ng'ombe ya iria īkorwo na ūgima mwega wa mwīrī na īna ūhoti wa gūkūhe umithio, he bata kūmīhe irio iria ciagīrīire."
"The ration should have the right amount and quality of concentrates, protein, mineral and vitamins.","Igai rīa irio ici no mūhaka rīkorwo na gīthimo kīega kīa irio cia mūtu, proteins, maaī, bitameni na cumbī."
"A dairy cattle ration should contain 70% energy source, 30% protein source and required minerals (such as: 35% wheat bran + 35% maize + 30% cotton seed cake + 1% minerals)","Igai rīa irio cia ng'ombe ya iria ibatiī gūkorwo na gīcunje kia mirongo mūgwanja kia energy, mīrongo ītatū kia protein na mūtukanio wa macūmbī. Kwa mūhiano nī ta 35% wheat bran + 35% mbembe + 30% cotton seed + 1% cumbī."
What is the role of carbohydrates in the diet of dairy cattle?,Hihi bata wa irio cia hinya mīrīre-inī ya ng'ombe ya iria nī ūrīkū?
Carbohydrates are a source of energy for the cow.,Carbohydrates nī irio iria iheaga ng'ombe hinya.
"The cow needs energy for maintenance of major metabolic activities in the body including lactation,growth and development.","Ng'ombe ibataraga hinya nīguo ciīga cia mwīrī wayo ihote kūruta wīra ta gūthondeka iria, gūkūra na gūthondeka mwīrī mwega ."
"The energy requirement varies from cow to cow depending on the size,environment,age","Mūigana wa irio cia hinya ūringanaga na ūrīa ng'ombe īigana mwīrī, itūra na rīera na ūkūrū wa ng'ombe."
Why are proteins essential to dairy animals diet?,Hihi protein nīyabata irio-inī cia ng'ombe ya iria?
"Protein provides the essential chemical building blocks for the body cells and tissues, including muscles, blood, skin, internal organs, and also to make milk.","Protein īheyanaga indo cia gūthondeka mwīrī hamwe na mīkiha, thakame, rūūa, cīīga cia thīinī cia mwīrī na gūthondeka iria."
Cows can make protein from non-protein nitrogen containing materials such as Urea and poultry litter.,Ng'ombe noīthondekere protein kuuma kūrī indo ta Urea kana mai ma ngūkū iria ikoragwo irī ihumo cia protein.
Cows cannot store much protein in their bodies and so it must be supplied in the daily ration in order to maintain high milk production.,Ng'ombe ndīrī ūhoti wa kūiga protein nyingī mwīrī-inī na kwoguo he bata kūmīhe irio iria irī na protein nīguo kūmīhotithia gūthondeka iria rīingī.
"If the amount of protein in ration is suddenly reduced, milk production will drop rapidly and the cow will lose weight, growth rate of calves and heifers will be reduced also.","Protein īngīnyiha o rīmwe irio-inī, iria rikanyiha na ng'ombe īkahīnja, nacio njaū na mori igakūra kahora."
Feeding too much protein to dairy cows is wasteful because the excess is broken down by microorganisms in the rumen and excreted from the body.,Nī wanangi kūhe ng'ombe protein nyingī makīria nīūndū īgayanagio na īkeherio mwīrī-inī kūgerera kīoro na mathugumo .
This is wasteful and is unlikely to happen since protein is very expensive.,No kūrehe wūitangīku mūnene nīūndū proteini ī goro.
What are the sources of protein for dairy cattle?,Hihi kīhumo kīa irio mūthemba wa proteini harī ng'ombe cia iria ni kīrīkū?
"soybean meal, canola meal, and alfalfa are the common sources of protein in dairy production.","Mbegū cia soya, canola na alfafa nī imwe cia indo iria ikoragwo na protein īrī igūrū iria īhūthīkaga ūrīithi-inī wa ngo'mbe cia iria."
Protein is important for milk production hence an important requirement for lactating cows,Protein nīyabata kūhe ng'ombe ya iria nīundū nī ībataranagia gūthondeka iria.
How do I calculate the energy content of dairy cow diets?,Ingīhota atīa kūmenya hinya ūrīa ūrī irio-inī cia ng'ombe ya iria?
What are the essential minerals needed for dairy cow nutrition?,Nī cumbī ūrīkū wa bata irio-inī cia ng'ombe cia iria?
"Calcium, phosphorus, potassium, magnesium,sodium chloride and trace minerals like copper, zinc, and selenium are essential for dairy production.","Calcium, Phosphorus, Potassium, Magnesium, Sodium Chloride ona macumbī mangī mendagwo kwa ithimi nini ta copper, zinc na selenium nī mabata ūrīithi-inī wa ng'ombe ya iria."
Two macro-minerals are of particular importance. These are Calcium and Phosphorus and special attention should be given to the two minerals when formulating rations.,Macumbī mūthemba wa calcium na phosphorus nī mabata mūno na no nginya tūkamaririkana rīrīa tūgūtūkania irio cia ng'ombe.
Legumes tend to have more Calcium and Phosphorus than grasses.,Legumes īkoragwo na Calcium na Phosphorus nyingī gūkīra nyeki.
Grains are low in Calcium.,Calcium īkoragwo ī nini thīīnī wa irio mūthema wa mbembe.
"Young dark green forage  tends to have more minerals than old, dry and yellow forages.","Mahuti meethī na maruru makoragwo na macumbī maingī kurī marīa makūrū, momū na marī na rangi wa ngoikoni."
Most tropical forages are low in Phosphorus.,Mīmera mīingī ya kūrīa kūrī ūrugarī īkoragwo na ūnyihu wa phosphorus.
Sources of calcium include bone meal and dicalcium phosphate.,"Calcium yonekanaga kuuma mahīndī-inī na dicalcium phosphate, kana DCP."
Calcium and phosphorus requirements need to be balanced for the complete lactation cycle.,Calcium na Phosphorus ibatiī kūheo ng'ombe ūtūūro-inī wayo woothe no no mūhaka ikorwo itūkanītio kwa ithimo iria ciagīrīire.
Minerals mobilized during early lactation must be replenished prior to the next calving to maintain cow health and performance.,No mūhaka ng'ombe īcokie macumbī maria īkoragwo īhūthīrīte thutha wa gūciara mbere ya īciarite ringī nīūndū wa ūgima mwega wa mwīrī na kūruta iria wega.
It is  especially important to monitor the calcium and phosphorus levels during the late dry period (last four  weeks) to reduce the incidence of milk fever.,Nī hari bata mūnene wa kūrora ithimo cia calcium na phosphorous makīria wiki-inī inya iria ng'ombe īkoragwo ītigītie īciare.
"Calcium requirement during the dry period is .39 percentof ration dry matter, while the requirement for phosphorus is .24 percent.","Ihinda rīrī, ng'ombe īkoragwo īgībatara 0.39% ya calcium na 0.24% ya phosphorus thīinī wa dry matter."
Feeding calcium levels  above .39 percent may substantially increase the incidence of milk fever in your herd.,Kūhe ng'ombe makīria ma 0.39% calcium no kūongerere mieke ya kūrwaria rūūrū rwakū milk fever.
Potassium. Legume forages are good potassium sources.,Potasisium. Mahuti ma legumes nīmari wūingī wa potassium.
"When corn silage is the major forage, or when  high levels of brewers grains are fed, potassium levels may be borderline deficient.",Potassium nī īnyihaga rīrīa silage ya bebe kana ona macica ma iganda cia njohi megwīkirwo kwa wūingī irio-inī iria ng'ombe īrarīa.
"When heat stress is a  problem, potassium requirements are increased to 3-5 percent of ration dry matter.","Ningī, ūrūgarī ūngīingīha, nīhakoragwo hena bata wa kūongerera potassium na 3% nginya 5% irio-inī iria ng'ombe īkūria."
Magnesium requirement ranges from .10 percent for calves less than three months of age to .25- .30 percent for high producing cows.,Magnesium nayo yendagwo kwa ithimo nini mūno cia kuuma 0.10% harī njaū cia ūkūrū ūtakīrite mieri ītatū nginya 0.25-0.30% hari ng'ombe iria iraruta iria rīinge.
"Higher magnesium levels may be required during early lactation, when supplemental fat is fed, or when grass tetany conditions occur.","Magnesium no ībataranie kwa wūingī hanini makīria mieri-inī ya mbere thutha wa ng'ombe gūciara, kana rīrīa supplemental fat cikūongererwo irio-ini iria ng'ombe īraria, kana rīrīa mūrimū wa grass tetany weyumīria."
Magnesium fed as magnesium oxide is often used as a buffer and results in ration magnesium concentrations of .30% or greater for alfalfa-based rations.,Magnesium yongagīrirwo irio-inī ta magnesium oxide na gīthimo kia 0.30% kana ūkongerera rīrīa irio irī na mahuti ma lucern kana alfalfa.
Sodium chloride (common salt). The daily salt requirements for dairy cattle are met easily by adding 1 percent salt to a grain mix and offering additional salt free choice.,Sodium chloride (cumbī ūrīa ūhūthagīrūo kaingī). Ng'ombe no ciiganie cumbī kwa njīra hūthū ya kūongerera 1% ya cumbī irio-inī cia mūtu hamwe na gūcigīra ūngī igacūna rīrīa ikwenda.
Lactating cows need 2 to 4 ounces of salt daily (about 1 ounce of salt per 30 pounds of milk production).,"Ng'ombe cia iria ibataraga cumbī mūnini mūno mūthemba wa common salt kana sodium chloride, ta gramu 28 harī o kilo ikūmi na inya cia iria rīrīa ng'ombe īraruta."
"Dry cows need 5 ounces of salt daily. If udder edema is a problem, reduce salt intake during the last two weeks before calving.","Ng'ombe itarakamwo ibataraga grams igana ria mīrongo īna ya cumbi mūthemba wa sodium chloride.Mūrimū wa udder edema ūngīyumīria, hebata wa kūnyihanyihia common salt wiki igīrī cia mūico cia ng'ombe īrorete gūciara."
Copper. Most dairy rations need to be supplemented with copper either from trace mineralized salt or a premix containing a copper source such as copper sulf,Copper. Irio nyingī cia ng'ombe nīibataraga kūongererwo cumbī wongereirwo copper.
How do I prevent mineral deficiencies in dairy cattle?,Ingīrigīrīria atīa ūnyihu wa cumbī kūrī mwiri wa ng'ombe cia iria?
Milking cows need minerals like MACLIK SUPER.,Ng'ombe ya iria ībataraga cumbī kana indo cia kūiga mūthithū ta MACLIK SUPER.
Give about 1 glass per day.,Gīthimo kīega nī ngirathi īmwe o mūthenya.
"For dry and non-lactating cows, give FUGO DRY COW MINERAL fro Unga Farm Care.","Ng'ombe ihingītwo gūkamwo, nīkuga irī ihinda kia mieri ya mūico ka ihu, kana noikorwo itirakamwo nīūndū wa gītūmi kīngī, noīheyo FUGO DRY COW kuuma kambuni ya Unga ."
Granular mineral products should be mixed with feeds in a feeding trough while free lick should be allowed if it is in the form of a solid block,Cumbī wa mūtu wagīrīire gūtukanio na irio naguo wa gūcūna wūigwo handū ng'ombe īrīcūnaga yenda.
What vitamins are important for dairy cow health?,Nī vitamin irīkū cia bata harī ūgima mwega wa mwīrī wa ng'ombe ya iria ?
"vitamins A, D, and E,These are group of substances that are required in the ration in very small amounts for  normal function of the body.","Vitamin A, D na E nī ngurubu ya indo iria ibataranagia na gacunjī kanini mūno nīgūo mwīrī ūhote kūruta wīra wega."
Insufficient supply of any vitamin results in specific deficiency disease.,Ūnyihu wa vitamin itiganīte kūigaga ng'ombe ūgwati-inī wa kūnyitwo nī mūrimū ūria wegemaine na ūnyihu wa vitamin īyo.
Vitamins are usually not added to dairy cattle rations because most of them are obtained from green forages and some are made in the rumen by microorganisms.,Vitamin itiongagīrīrwo irio-inī nīūndū nyingī ya cio nīcionekaga mahuti-inī matarī momū na imwe igathondekerwo nda thīinī nī tūhengereta tūrīa tūteithagia gūthīa irio.
Why should I ensure my cows receive adequate water intake?,Nī ūguni ūrīkū umanaga na gūtigīrīra ng'ombe nī yanyua maaī ma kūigana?
