English,Kikuyu
The development of Ruiru 11 also took into consideration the importance of quality as a major marketing parameter.,"Rūirū 11 rīrīa yathondekagwo, nīgwatigīrīirwo atī mūcamo nī wagīkīro kīa igūrū ota ūrīa thoko yendaga."
"Since the quality of the traditional varieties was already popular among consumers of Kenyan coffee, Ruiru 11 was developed with quality attributes similar to the traditional varieties.","Na rīu tondū kahūa ga kīmerera nī kamenyeretwo nīanyui kenya, Ruiru 11 yathondekirwo na mūcamo ūhanaine na wa kahūa ga kīmerera"
"It's also compact. therefore, more stems can be accommodated per unit area.",Itina cia kahūa gaka onacio nīitumanagio rīrīa ikūhandwo.
Which type of coffee grows well in high altitude zones?,Nī mūthemba ūrīkū wa kahūa ūkūraga wega kūndū kwīna irīma?
Arabica coffee does well in high altitude areas. SL 34 – high coffee zone with good rainfall.,Mūthemba wa Arabica ūkūraga wega kūndū kwīna irīma. SL 34 nayo īgakūra wega kūndū kūrīa kūhandagwo kahūa na kūrī mbura nyingī.
Ruiru 11 can also be grown in all coffee growing areas,Ruiru 11 nī mūthemba ūngīkūra wega kūndū o guothe kūhandagwo kahūa
What is the difference between Ruiru 11 and Batian?,Ngūrani ya Ruiru 11 na Batian nī īrīkū?
Ruiru 11 is suited to all coffee growing zones in Kenya at a spacing of 6ft by 6ft.,Ruiru 11 nī mūthemba ūkūraga kūndū guothe kahūa gakūragio na itina itaganagio na fiti ithathatū gwa ithathatū.
Batian is the newest variety in Kenya and it is suited to all coffee growing zones in Kenya at a spacing of 7ft by 8ft.,Batian naguo nī mūthemba mwerū mūno Kenya na nīūrakūra wega kūndū guothe kūhandagwo kahūa na ūhandagwo na ūtaganu wa fiti mūgwanja kwa inyanya.
Where to buy coffee seeds and seedlings?,Ingīgūra mbegū kana mīūngūrwa ya kahūa kū?
Certified seed is only available from CRI-Ruiru centre.,Mbegū irīa ikinyanīirie ikīro cionekaga CRI Ruiru.
"Select seedlings that are about 30 - 40 cm tall, with 1 - 2 pairs of primary branches and that should have undergone sufficient hardening",Ūthure mīūngūrwa īna ūraihu wa sentimita mīrongo ītatu nginya mīrongo īna na īkorwo na kahonge kamwe kana twīīrī twīnahinya.
Where is Robusta coffee grown in Kenya?,Kahūa mūthemba wa Robusta ūkūragio kū kenya?
"Robusta coffee is currently grown in 5 counties (Kisumu, Homabay, Siaya, Bungoma and Busia) with a potential of expansion to Kilifi and Kwale counties in the coastal region.","kahūa mūthemba wa Robusta ūkūragio thīinī wa county ithano iria nī Kisumu,Homabay, Siaya, Bungoma na Busia.Kwīna ūhotekū wa mūthemba ūyū wa kahūa ūkorwo ūgīkūrio Kilifi na Kwale gīchūa-inī."
Why is coffee grown at high altitudes better?,Nīkīī gītūmaga kahūa gakūrīirio irīma-inī kagīe mūcamo mwega?
"The altitude is closely related to the latitude of the region which affects the temperature, and this directly affects the quality of the coffee bean.","O ūrīa ūrambata irīma-inī, noguo rīera rīcenjagia na makīria uhehu ūkaingīha. ūndū ūyū nīūtūmaga kahūa gakorwo na ngūrani na mūcamo ūgacenjia."
"When grown in lower temperatures, the beans take longer to develop, resulting in more complex and delicious flavors. This creates denser beans that roast more evenly and produces a better cup of coffee.","Nīūndū wa rīera kūheha, mbegū nīcioyaga kahinda karaihu gūkūra na kuoguo igakorwo irī nyitu, igakorwo na mūcinīre ūiganarīirie na gīkombe gīako gīgakorwo na mūcamo mwega."
How long does Ruiru 11 coffee take to mature?,Mūthemba wa Ruiru 11 woyaga kahinda kaigana atia kūruta maciaro ma mbere?
"Compared with other varieties, which are more slow-growing, Ruiru 11 generally produces its first harvest within two years of planting.",Mūthemba ūyū wa kahūa ka Ruiru 11 nīūkūraga narua ūkīringithanio na mīthemba īyo īngī tondū ūrūtaga maciaro ma mbere thutha wa kahinda ka mīaka īrī.
How many kgs can one coffee tree produce?,Gītina kīmwe gīa kahūa kiagīrīire gūciara kilo cigana?
"The yield per tree depends on the variety, ecological factors, agronomic practices among others.","Gūciara gwa kahūa kūringanaga na mūthemba wa kahūa ,rīera rīa itūra, mūtungatīre, gatagatī ka mangī maingī."
"Generally, Coffee trees produce an average of 2.5kg of berries per year, yielding around 0.5kg of green coffee or the equivalent of 0.4kg of roasted coffee, which corresponds to about 40 cups of beverage","Kaingī, mūtī ūmwe wa kahūa ūciaraga kiro igīrī na nuthu o mwaka iria nī nuthu kiro ya kahūa ka green kana ngiramu 400 ma kahūa gacine karīa kangīthondeka ikombe mīrongo īna cia kahūa."
How much is Ruiru 11 coffee seedlings in Kenya?,Mīūngūrūa ya kahūa ka Ruiru 11 yendagio ata?
Grafted ruiru 11 seedlings available at ksh 60 per. stem,Mūngūrwa ūmwe wa kahūa ka Ruiru 11 wendagio shiringi mīrongo ītandatū.
Where does coffee grow best?,Nīkū kahūa gakūraga wega makīria?
"The optimal coffee-growing conditions include cool to warm tropical climates, rich soils.","Kahūa gakūraga wega kūndū gūtarī kūhio mūno, kūhehu no ūrugarī mūnini na tīīri mūnoru."
How to make a nursery bed for coffee?,Natharī ya kahūa īthondekagwo atīa ?
"Prepare 4ft (wide) x 10ft (long) beds. Mix 1 (composted bio-slurry) : 10 (black loam soil). Plant the coffee beans at shallow depth. Water the beds, then mulch",Harīria handū harī na wariī wa fiti inya na ūraihu wa fiti ikūmi (tukania thumu wa ng'ombe na tīīri mūirū kwa icūnje 1 gwa 10). Enja marima matarī mariku mūno na ūhande mbegū cia kahūa. Itīīrīria maaī na ūhumbīre na mahuti.
How do I raise coffee nursery?,Ingīhota atīa gūtungata natharī ya kahūa?
"Preparing the nursery plot. Choose a bigger, flat and fertile plot next to the seed plot.","Kūharīria natharī ya kahūa kūbataraga handū hena wariī, haraganū na hena tīīri mūnoru."
"Make beds of soil 1.2 metres wide, with 60-centimetre paths in between.",Thondeka natharī cia wariī wa mita 1.2 ugītigaga tūcīra twa sentimita 60 gatagatī gacio.
How to take care of coffee seedlings in a nursery?,Tūngītūngata atia mīūngūrwa ya kahūa ī natharī-inī?
Use planting materials from known sources to ascertain genetic purity. Source seed ONLY from the coffee research institute .,Gūra mīūngūrwa kuuma kambuni iria iramenyeka nīgūo ūkorwo na ūma wamūkūrire wacio. Gūra tu kuuma kwa Coffee Research Institute
The Potting mixture should be free from either biological or chemical contaminants.,Mūtukanio wa harīa mīūngūrwa īkūhandwo hatigakorwo na indo cia gūthūkia ta tūtambi kama thumu.
Establish nurseries in pollution free  environments.,Thondeka natharī haraihu na kīndū ogīothe kīngīthūkia.
Put a shade at 1.2 m (4 ft) above the poly bed • Provide dense shade initially •,īkīra kīruru kīa ūraihu wa mita 1.2 kana futi 4 na ūtumanie thikū cia mbere.
Harden seedlings by gradually reducing the shade.,Ehereria kīruru kahorakahora nīgūo komīrīrie.
Reduce shade by half when seedlings are • 8 –9 months old,Eheria nuthu ya kīruru mweri wa kanana nginya wa kenda.
Remove shade completely one month before transplanting.,Eheria kīruru gīothe mweri ūmwe mbere ya gūgatwara kūhanda mūgūnda.
Use ONLY recommended pesticides to control pests and diseases.,Tūmīra dawa cia tūtabi na mīrimū iria hetūkīe.
When coffee seedling moved to the nursery?,Mīūngūrwa ya kahūa īrutagwo natharī-inī rī?
"Six weeks after sowing, the little plant comes up from the soil.",Mbegū ya kahūa yumīraga wiki ithathatū kuuma mūthi ūria yahurirwo.
"When the seedlings are three months old, the first two leaves are well developed.","Thutha wa mīeri itatū, mathangū meerī ma mbere magakorwo methondekete wega."
This is the moment to take the seedlings out of the seed beds and to transplant them into a nursery.,Rīrī nīrīo ihinda rīega rīa gūthamia mīūngūrwa yaku na gūtwara natharī-inī.
"In removing the seedlings from the seed beds, be very careful not to break the roots",Ūgīthamia mīūngūrwa yaku ūmenyerere ndūkaunange mīri.
How long does the coffee seedlings stay in a nursery?,Mīūgūrwa ya kahūa īikaraga natharī-inī ihinda rīigana atīa?
"4 to 5 months if you want to plant them during the next rainy season, 12 months or more if you want to plant them only next year.","Mīeri īna nginya ītano ungīenda kūhanda ihinda ria mbura njūku, kana mīeri ikūmi na īri ūngīenda kūhanda mwaka ūkīte."
"When you remove the coffee tree seedlings from the nursery bed in order to plant them in the plantation, be very careful not to break the roots.",Ūgīthamia mīūngūrwa kuuma natharī-inī ūgītwara mūgūnda menyerera kuunanga mīri.
What is the best method for propagating coffee plants?,Nī njīra irīkū njega cia gūciarithania kahūa?
Select a straight shoot that's about 8 to 10 inches long and remove all but a pair of upper leaves.,Thuura thuna ciothe nūngarū cia ūraihu wa iji inyanya nginya ikūmi na ūmībure ūgītigagīa mathangū merī.
"Then, plant the cutting in a small pot of soilless potting mix, and keep the soil slightly moist.",Ūcoke ūhande thīinī wa tūnyūngū na ūige tīīri na ūgūnyu mūnini.
"When you can gently tug on the plant and feel resistance, you'll know roots have formed.","Ūngīgeria kūgūcia mīūngūrwa naigūru taarī kūmunya, wīigue nī mūnyitu, ūmenye mīri nīyanjītie gūikīra."
Can coffee be propagated by cutting?,Kahūa no gaciarithanio na irūngo?
The cutting should be about 6 inches long with at least two leaves.,Tinia thuna ya ūraihu wa iji ithathatū na īkorwo na mathangū meerī.
Snip off the stem with a diagonal cut.,Ūcoke ūtinie gītina wūinamītie
Step 4: Remove the leaves from the bottom third of the cutting.,Gīkīro gia kana: Ūcoke ūbure mathangū kuuma nathī ūgītigagia manini.
"Dip the cut end in rooting hormone, then plant the cutting in the hole",Ikia thuna yaku dawa-inī ya guteng'eria mīīri ūcoke ūhande irima-inī.
How is coffee propagated?,Kahūa gaciarithanagio atīa?
"Coffee can be vegetatively propagated either by grafting, stem-cutting or seed","Kahūa no gaciarithanio na njīra ya kūhūthīra irūngo, kuohithania, kana ona mbegū"
How do you transplant the coffee seedlings to the farm?,Wagīrīirwo gūthamia mīūngūrūa ya kahūa atīa kuuma nathari-inī ūgītwara mūgūnda-inī?
Prepare the new planting site by loosening the soil and adding compost or other organic matter to improve the soil structure and fertility.,Hariīia mūgūnda na njīra ya kūrīma na wīkire thumu wa mahiū kana wa mabūthū ma mahuti nīgūo wongerere ūnorū wa tiri ūcio.
Choose a location that receives plenty of sunlight and has well-drained soil.,Handa handū hakinyagīrwo nī riūa wega na hatangīaraha maaī.
"When the seedlings are ready, dig a large enough hole to accommodate the seedling’s root system without crowding it.","Mīūngūrwa yarīkia kūharīrio, enja irima inene rīkūiganīra mīīri wega ūndū ītekūhatīkana."
"Gently loosen the seedlings roots and position it in the hole, ensuring that the top of the root ball is level with the surrounding soil.","Tanganura mīīri ya mīūngūrwa ūmenyereire, na ūmīikie marima-inī ūtegūkīria haria tīīri ūrakinyīte."
"Fill in the hole around the roots, and firm the soil gently to remove any air pockets.",Mīthike ugīkindagīra tīīri kahora kahora nīgūo kūruta rīera rīria rīngikorwo thīinī.
What are the conditions for coffee growing?,Kahūa karabataraga maūndū marīkū nīgetha gakūre wega?
"Most coffee grows at altitudes between 1400 and 2000 metres in deep, well-drained volcanic soils.","Kahūa kaingī gakūraga wega matūra-inī marīa marī mita 1400 nginya 2000 igūrū wa iria, na ningī tīīri-inī mūriku mūtune wa volcanic woikūrūkagia maaī wega."
Temperatures range from 15 to 24 degrees and average rainfall ranges from 900–1200mm.,Ningī kūndū kūrī na ūrugari wa ikīro cia ndigirii ikūmi na ithano nginya mīrongo īrī na ithano na mbura ya ikīro icia milimita 900-200.
What to consider when selecting a site for coffee planting?,Wagīrīirwo nīkūrora maūndū marīkū ūgīthura mūgūnda wa kūhanda kahūa?
The soil must have a good structure so that the roots can penetrate well.This is because coffee trees have  tap roots.,tīīri wagīrīirwo nīgūkorwo na mūmbīre mwega nīguo kūhotithia mīri ya kahūa gūtonya wega. Ūū nīūndū mītī ya kahūa īkoragwo na mīri ya itimū.
The tap root goes straight down into the soil.,Mīri īno ya itimū īmeraga irūngarīte na gwūikūrūka haraya thīinī wa tīīri.
You can improve the soil structure by spreading manure around the base of the coffee trees.,No wagīrie mūūmbīre wa tīīri na njīra ya gwīkīra thumu itina-inī cia mītī ya kahūa.
"The soil must be deep, so that the roots can go down deep.
Never plant coffee trees in soil which has a hard layer, or, if you do, break up the hard layer","No mūhaka tīīri ūkorwo mūriku nīguo mīri īhote kwīngīra handū haraya. Ndūka hande kahūa handū harī na tīīri mūnyitu, na wakorwo no mūhaka, nīwega kūhaciba."
How to prepare land for planting coffee?,Mūgūnda wa kūhanda kahūa ūharagīrīo atia?
Land preparation should be done early about 6 months prior to planting by clearing existing vegetation and getting rid of tree stumps and roots.,"Mūgūnda ūharagīrio mīeri ītandatū mbere ya kūhanda, weherie mahuti, ithukī na mīri yothe."
If the farm is heavily forested gradually dry existing trees about a year before planting.,"Angīkorwo mūgūnda wīna mītī mīingī, hebata kūmīeheria mwaka ūmwe mbere ya kūhanda kahūa."
"Prepare the land well in advance, digging out all tree stumps, roots, bushes and grasses.","Harīria mūgūnda wega tene, ūkīmunyaga ithukī, mīīri, mahuti ona nyeki."
"Land cleared of trees within 6 months should not be used for coffee planting because of the risk of Armillaria, a fungal disease that causes root rot.",Mūgūnda ūtaninīte mīeri ītandatū ndūbatiī kūhandwo kahūa nīūndū wa ūgwati wa mūrimū wa Armillaria ūrīa ūtūmaga mīri ībuthe.
Ensure soil analysis is done to determine the inherent soil condition.,Tigīrīra tīīri nī mūthime nīguo ūmenyeke ūria ūhana.
Make terraces or other soil conservation structures where the land has steep slopes.,Thondeka beji kana mīako īngī kūrīa kūinamu.
Protect bench terraces by planting grasses e.g. Blue grass (Paspulum notatum) on the bench faces,Gitīra beji na njīra ya kūhanda nyeki ta mūthemba wa Blue grass (Paspulum notatum) mīthia-inī.
What is the best way to grow coffee?,Nī njīra īrīkū njega makīria ya gūkūria kahūa?
Leave 3 metres between trees. In this way you can plant about 1 000 coffee trees per hectare.,"Tiga ūtaganu wa mita ithatū kuuma gītina gia kahūa nginya kīria kīngī. Kwa njīra ino,no ūhande itina ngiri īmwe harī hectare īmwe ya mūgūnda."
Before planting the coffee seedlings you must dig holes in order to stir the soil and loosen it. Dig the holes two months before planting the coffee trees.,"Mbere ya kūhanda mīūngūrūa, enja marima na ūtūkanie tīīri mīeri īrī mbere ya kūhanda."
How to plant coffee seedlings?,Mīūngūrwa ya kahūa yagīrīire kūhandwo atīa?
"Before planting, the seeds should be soaked in water for 24 hours to soften the seed coat and encourage germination.","Mbere ya kūhanda, mbegu ciagīire kūrindwo maai-inī mathaa 24 nīguo ihūthie ngothi na imere na ihenya"
What is the recommended spacing of coffee?,Kahūa kagīrīire gūtigithūkanio atīa hīndī ya kūhanda?
Which is the best type of soil to plant coffee?,Nī tīīri ūrīkū mwega wa kūhanda kahūa?
"Coffee can be grown on many different soil types, but the ideal is a fertile, volcanic red earth or a deep, sandy loam.","Kahūa nogakūre tīīri-inī ūtiganīte no ūrīa mwega mūno nī tīīri ūrīa wīna ūnoru, mūtune kana volcanic red soil, na sandy-loam."
What is the soil pH for coffee cultivation?,Ūrūrū mwega wa tīīri wa kūhanda kahūa nī ūrīkū?
Coffee prefers a soil with pH of 5 to 6.,Kahūa kagīraga tīīri-inī ūrī na ūrūrū wa gatagatī wa gīthimo gia pH gia kuuma ithano nginya ithathatū.
Is it advisable to bend newly transplanted coffee to produce more branches?,Nīwega kūinamia gītina gīa kahūa nīguo kīrute honge nyingī?
Newly planted should be cut within the first two primaries to allow strong double shooting,Wagīrīirwo gūtinia gītina kīambere nīguo kīrute honge ingī nyingī na irīna hinya.
"What is the recommended spacing SL 34, SL 28, and K7 coffee seedlings varieties?","Kahūa mīthemba ya SL34, SL28 na K7 yaragīrīirwo gūtigithūkanio atīa īkīhandwo?"
"SL 34, SL 28, and K7 varieties, the spacing should be 2.74m x 2.74m (9ft × 9ft).","Mīthemba ya SL 34,SL28, and K7 yagīrīirwo nī ūtaganu wa mita 2.74 gwa 2.74 kana (futi 9 gwa 9)."
How many coffee trees can be planted in an īka?,īka imwe ībatiī kūhandwo itina cigana cia kahūa?
"1380-2000 trees per īka depending on the arabica variety; in the case of Robusta, plant between 253-675 trees per īka",Itina ngiri īmwe na magana matatū ma mīrongo īnana nginya ngiri igīrī cia mūthemba wa Arabica kana itina magana meerī ma mīrongo ītano na ithatū nginya magana matandatū ma mīrongo mūgwanja na ithano cia mūthemba wa Robusta.
How many Ruiru coffee trees per īka?,Wagīrīire kūhanda itina cigana cia kahūa mūthemba wa Ruiru harī īka imwe ya mūgūnda?
Ruiru II requires a spacing of 2×2 meters (6.6 by 6.6 feet).,Mūthemba wa Ruiru II wagīrīire ūtaganu wa mita igīrī kwa igīrī kana futi ithathatū gwa ithathatū. Ūū nīkuga ūkūhanda itina ngiri igīrī na magana matano harī hectare īmwe kana ngiri imwe na ikūmi na igirī īka-inī īmwe.
"With this spacing, it will translate to 2,500 Ruiru II coffee trees per hectare (1,012 coffee plants per īka).",Ūū nīkuga ūkūhanda itina ngiri igīrī na magana matano harī hectare īmwe kana ngiri imwe na ikūmi na igirī īka-inī īmwe.
What is the recommended spacing of Ruiru 11 coffee seedlings?,kahūa ka Ruiru 11 kagīrīirwo kūhandwo na ūtaganu wūigana atīa?
"Ruiru 11 variety, the spacing should be 2m x 2m (6.6 ft. x 6.6 ft.)",kahūa mūthemba wa Ruiru 11 kagīrīire kūhandwo na ūtaganu wa mita igīrī kwa igīrī kana futi 6.6 gwa 6.6.
What is the recommended spacing of Batian coffee seedlings?,kahūa mūthemba wa Batian kagīrīirwo kūhandwo na ūtaganu wūigana atīa?
"Batian variety, the spacing should be 2.1m x 2.5m (7ft x 8 ft.).",kahūa mūthemba wa Batian kagīrīire kūhandwo na ūtaganu wa mita 2.1 kwa 2.5 kana futi 7 kwa 8.
"When you want to change cycle, what height of stump should you leave?","rīrīa ūkwenda kūgarūra kahūa, wagīrīire gūtiga gīthūkī kīna ūrahu woigana atīa?"
Cut stems about 25-30 cm from ground at angle of 45 degrees slanting outwards,Ceha honge gatagati ka ūraihu wa sentimita 25-30 kuuma thīna ūgītinagia na ango ya 45° ūrutītie na nja .
How to prune coffee in Kenya?,Hihi mūcehere mwega wa kahūa gūkū Kenya nī ūrīkū?
Cut off the top of the tree so that the coffee tree is not taller than 1.5 to 2 metres.,ceha kahūa gaku mūtwe nīguo gatigakīrie ūraihu wa mita imwe na nuthu nginya mita igīrī.
Remove the branches at the bottom of the trunk.,Ruta honge iria irī gītina-inī.
Leave only the thickest and best branches on the trunk.,Tigia honge iria ndungu na irī na riri.
"Cut away all the small branches that grow on the trunk. Cut away all the small branches that grow on the trunk. Cut away all the dead and dry branches, and all diseased branches. Cut away suckers; they are not needed.","Tinia iria njeke na nini. Ruta honge iria nguo, iria ciumīte na iria ndwaru. Ruta thuna ciothe tondū itirī na bata."
When to prune coffee plant?,kahūa kagīrīirwo gūcehwo kahinda karīkū?
"Coffee plants can be pruned in the early stages of growth by cutting back the growing tip to encourage lateral branching, this will promote more flowers and fruits.",kahūa no gūcehwo karīo kanini na njīra ya gūkarenga kīongo nīgūo honge cia mwena ciitīkīre gūkūra na ihote kūruta mahūa na matunda maingī.
Mature plants can be cut back quite hard every three years to manage size and encourage lateral growth.,Mītī mīkūrū noicehagwo o thutha wa mīaka ītatū nīguo kūgiria īnenehe mūno na honge ingī njerū ciūre.
Why is it important to prune coffee trees?,Bata wa gūceha kahūa nī ūrīkū?
Pruning and stumping help to improve the health and yield of your coffee plants.,Gūceha na kweheria honge ciothe cia kahūa iria ītarī na bata nīgūcokagia riri wako na gakahota kugīa na maciaro maingī.
"Coffee cherry production naturally decreases with age, exhaustion, and phytosanitary problems, but this kind of maintenance can help to maintain or boost productivity levels throughout the years.",Gūciara gwa kahūa gūthiaga nathī o ūrīa karakūra na gakanoga no gūceha nīgūteithagia kuongerera magetha mwaka wothe.
How to mulch coffee?,kahūa karagīrwo mūceng'i atīa?
"It can be done using sisal waste, coffee pruning, and maize or banana trash.","No ūhūthīre ngurura cia makongo ma mīrura, mahuti ma mīceho ya kahūa, mabebe kana macoya ma marigū."
"Mulching has several benefits to coffee e.g. conservation of moisture during dry spells, suppression of weed growth, nutrient supply, improvement of soil structure and water infiltration, checking of soil erosion and topsoil temperature as well as reduction of pests’ incidence, e.g. thrips.","Mūceng'i īrehaga baita nene, kwa mūhiano, gūteithīrīria kūiga maaī tīīri-inī rīrīa gwī kūūmū, kūgiria ria rīkūre, gūtuīka thumu rīrīa mahuti macio mabutha , gūthondeka mūmbīre wa tīīri ona kūgiria tīīri gūkuo nī kīguo, kūnyihia ūrugarī wa tīīri ona ningī nīūrigagīrīria tūtambi ta thrips gūtherema."
When does coffee mature after planting?,kahūa kajagia gūcara thutha wa kahinda kaigana atīa?
"Coffee tree reaches maturity after 4 – 7 years, when it begins to bear fruit in clusters along its branches. These fruits are commonly referred to as cherries.","kahūa kagimaraga thutha wa mīaka 4 nginya 7, nīrīo kambagia gūciara matunda honge-inī. Matunda maya nīmo metagwo cherries."
