English,Kikuyu
"Yes, agricultural extension services and training programs are available through government agencies and agricultural organizations to help new banana farmers acquire essential knowledge and skills.",Nī kūrī tabarīra īcī īria cionekaga kūhetūkira honge cia thirikari cia ūrīmī nīguo gūteithia arīmī eru na ūgi ūria ubatie.
What are the economic benefits of growing bananas in Kenya?,Nī baita īrīkū cia ūkurīa cionekaga nīundū wa marigū?
Banana farming in Kenya is a significant agricultural sector that plays a crucial role in the country’s economy.,Urīmī wa marigū nī mwega Kenya tondū nīutethagia gūkūria būrūri.
"Kenya is one of the leading banana-producing countries in Africa, and this industry has provided employment opportunities for many rural communities while also contributing to food security and export revenue.","Kenya nī ūmwe wa mabūrūrī ma Afrika marīa marī na ūkūria mūnene wa marigū, ūkūria ūyu nī uteithitie kūhingūra mawīra matūra-īnī na kuongerera wūīngi wa īrīo na wendia wa nja ya būrūri."
Which county in Kenya produce a lot of bananas?,Ni County irīkū īkūragia muno marigū Kenya?
"Kisii region produces the bulk of the cooking varieties, while the central and eastern regions produce more desert varieties.","Matūra ma Gīthii nīmo makūragia mūno marigū mithemba ya kūruga, nakīo gīcigo gīa gatagatī ka ka būrūri na ithūīro rīa Kenya nīcio cikūragia mūno mithemba ya kwīruhia."
"Unlike in other East African countries where bananas are cooked as part of the staple diet, Kenyan consumers prefer desert banana.","Mūgarū na mabūrūrī mangi ma Afrika ya ithūiro, marīa makūragia marigū ma kūruga, arīi a Kenya mendaga marigū meru."
"The demand for ripened fruit often outsrips supply, which has created opportunities for imports from neighbouring countries.","Ūbatari wa marigū meru nī ukīraga marīa tūrahota gūkūria, ūndū ūrīa ūtamaga tūgūre kuuma nja ya mabūrūri marīa tūrigainiī"
"Despite its importance, banana production in Kenya has not received due policy attention, unlike other cash and horticultural crops.","Mūgarū na baita ya mo, ūrīmi wa marigū ndūrī warūmbūiyo na mawatho ta mīmera īria īngī ya biacara na mahūa."
"Meru County is the largest banana producer, among the banana producing counties in Kenya.",County ya Meru nīo īri ūciarithania mūnene wa marigū Kenya
How profitable is banana farming in Kenya?,Urīmī wa marigū ūkoragwo na baita īigana atīa?
"Let us assume that they will be ready for harvesting (as 12 months is the average for most cooking bananas),","Reke tuge marigū ma kūruga makūraga thutha wa mieri 12,"
"and that you harvest 450 bunches of good size and they will be sold at an average figure of Shs12,000 per bunch (farm gate),","na ūngīgetha ngoro 450 nene na ciendio gatagatī-inī ka 12,000 o ngoro,"
"you will generate Shs5,400,000 at this first harvest,","nī uguthodeka shiringī 5,400,000 igetha rīa mbere."
How many banana trees per īka in Kenya?,Īka īmwe īngīhanduo ītīna cigana cia marīgu Kenya?
Getting a special breed of bananas which are resistant to pests and diseases is a tall order.,Kuona mūthemba ūria wītīragia tutambi na mīrimu wīna bata makīria
Go for bananas that have undergone tissue culture because they are hybrid kind of and normally do well.,Etha mīthemba ya gūciarithanio ya kīīrīu tondū nīīciaraga wega.
In an īka you can plant approx. 800–1000 bananas.,"Harī īka imwe, no ūhande kuuma ītina 800 nginya 1000"
Which county produces most bananas in Kenya?,Nī county īrīkū īciarithanagia marigū mūno Kenya?
"Meru County is currently the leading producer of bananas in Kenya, having overtaken Kisii County in the recent past.","County ya Meru nīo īri ūciarithania mūnene wa marigū Kenya, rīu nī īhetūkite county ya Gīthii."
How do you make bananas bigger?,Īngīnenehia atīa marigū?
The trick is to cut the purple flower below the stalk off when the small nectar-filled flowers start to fall off.,Thiri ni kūrenga kīro kīa purple thī wa mūkori rīrīa mahūa marīa manini mabīrīrīa kūgūa.
It is nature's indication that the plant has made all the fruit it can support.,Ūū nīkuonania mūmera ūyū nīūciarīte matunda ma kūigana
"The fingers, as the bananas are called, will get big",Ciara cia marigū nīikūneneha.
How long does banana take to grow?,marigū moyaga kahinda kaigana atīa gūkūra?
"Bananas do not grow from a seed but from a bulb or rhizome, and it takes 9 to 12 months from sowing a banana bulb to harvesting the fruit.","marigū matikūraga kūumana na mbeu no nī mathundūkaga, na moyaga kahinda ka mieri 9 nginya 12 kuuma kuhanda nginya kūgetha matunda."
The banana flower appears in the sixth or seventh month.,Kīro kīa marigū kīumagīra mweri-inī wa gatandatū nginya wa mūgwanja.
"Unlike other fruit like apples which have a growing season, bananas are available all year round.","Mūgarū na matunda marīa mangī, marigū nī monekaga mwaka-inī wothe"
What are the challenges facing banana production?,Nī mathīna marīkū magomagīra ūciarithania wa marigū?
Lack of planting materials as a challenge in banana farming.,Wagi wa indo cia kūhanda nī thina mūnene harī ūrimī wa marigū
Conventional banana farming involves using suckers as planting materials.,ūrīmi wa marigū nī ūhūthagīra thuna ta indo cia bata cia urīmi
"Due to limited planting materials, most farmers are forced to use suckers from existing orchards.","Nīūndū wa wagi ūyū, arīmī aingī mahandaga sakasī mīgūnda-inī yao."
How many bananas can you get from one tree?,Hihi ūngīona marigū maigana atīa o harī gītina?
"As the bud unfolds, it reveals double rows of tiny flowers.","Rīrīa kīro kīrekūmba, kīambagia kuonania tūhūa tūnini"
"Each of these flowers will become an individual banana, or a “finger.”",O harī kīro kīu kionanagia matunda maria magūciaruo
Each row of bananas is call a “hand” and is made up of 14 to 20 fingers.,O he raini ītaguo mwahū na o mwahū īthondokaguo nī marigū 14-20
"Each stem grows 9 to 12 hands, which means that a single banana plant can produce up to 240 bananas.","Ngoro īmwe īkoragwo na mīahū 9-12 , ūguo nī kuuga īrīgū rīmwe no rīciare marigū 240"
How long does a banana fruit take to mature?,ītunda ria īrigu rīoyaga kahinda kaigana atīa gūkūra?
Bananas are harvested raw and ripened artificially.,marigū magethagwo marī methe magacoka makarindwo
"The dwarf bananas are ready for harvest within 11- 14 months after planting, while tall cultivars take about 14-16 months to harvest.","marigū mūthemba mūkuhī makūraga thutha wa mīeri 12-14 thutha wa kūhada, namo mūthemba mūraihu woyaga mīeri 14-16 nīguo magethwo"
"A bunch usually takes 90-120 days to mature after shooting, depending on climate and cultural practices.",Kīhonge kioyaga thikū 90-120 gūkūra thutha wa gūthunduka kūringana na rīera na marīa matūrigicīirie
What month is banana season?,Nī mweri ūrikū wa kīmera kīa marigū?
"Unlike other fruit like apples which have a growing season, bananas are available all year round.","Mūgarū na matunda marīa mangī, marigū nī monekaga mwaka-inī wothe"
Do banana flowers need to be pollinated?,Kīro kīa marigū ñī kībatiī gūcīarithanio?
Bananas are propagated through cuttings which means that all bananas are clones of each other.,"Marigū marīa mothe mahetūraguo, makoroguo mothe mahanaine mwana na nyina."
"Hybrid bananas are parthenocarpic, which means that they don't need to be pollinated to produce fruits.",marigū ma kīrīu matibataraga gūcīarithanio nīguo kūgīa matunda
Wild bananas do require pollination. They are pollinated by fruit bats.,marigū ma mūtitū nī mabataranaga gūcīarīthanio. Maciarithanagio nī tunyoni
Do you need a male and female banana tree?,Hihi nī ūbataraga īrigu rīa gīke na njamba?
Banana trees do not have a gender in the same way that animals do.,Mītī ya marigū ndīrī gīke kana njamba
"However, bananas are produced by banana plants, which are usually propagated through vegetative reproduction, such as by using cuttings from the parent plant.","marigū maumaga kūrī mīmera ya marigū, marīa kingī maumaga kūrī thuna"
What is De-suckering?,De-suckering nī gwīka atīa?
Competition between suckers depletes soil fertility very fast and results in weak plants which are very susceptible to infections.,Macindano ma thuna nīmatūmaga īrīo tīīrī-inī ithire na ūgūo gūtūma mūmera wage gwītiria mīrīmū
About 3 to 4 suckers should be maintained per stool in order to ensure strong plants and good yields.,thuna 3-4 nicio ībatiī kūroruo nīguo gūtīgīrira mūmera nīwagia magetha mega na wīna hinya.
Any ex- African Organic Agriculture Training Manual Banana suckers should be removed when they are still young.,"kūringana na Ex African Organic Agricultural Training Manual, thuna cibatie kūeherio cīrī o nini"
"Suckers at different growth stages (mother, daughter and granddaughter) on the opposite side of the mother plant, should be chosen,","thuna ikūraga na irathi ngūrani ngūrani( maitū, mwarī na gacūcū) mwena-inī wa gītina kīa maitu, nī ho ubatie gūthurwo"
also to avoid competition for light.,nigūo kūgīrīrīria gūtharana ūtheri.
"De-suckering should be done well, so that pruned suckers do not grow up again.",Kweheria thuna kūbatiī gwīkwo wega nīguo gūtigīrīra ītīkūmera rīngī
The sucker pseudostem should be cut off near its corm and the sharp point of the knife twisted into the growing point to kill off the sucker permanently.,Mūkori wa thuna ūbatīe kūrengwo wega na mwena ūria wina mūthia kūgarūruo nīguo ndūkamere rīngi.
"During this operation, care must be taken not to harm other daughter plants.",Ukīruta wīra ūyū tigīrīra nīweka na ūbacīrīru nīgūo ndugathūkie mūmera ucio ungī.
"In the course of time, the banana plants tend to grow away from the original space whereby the gaps between the plants become smaller.","Thutha wa kahinda, thuna cia marigū ciambagīrīria kuehera gītīna-īnī nīūndū nī hatumanaga."
"At this point, it is necessary to remove the plants that stand close to each other.",Ihinda rīrī he bata kūeheria mīmera īrīa īrugamīte hakuhī
"If the original pattern of the banana plantation becomes completely distorted, then the plantation should be cleared and newly planted.",marigū mangīcenjia mūbango wa ūrīa mabangītwo mabatīe kweherio na kūhandūo mangī.
What is Deleafing?,Deleafing nī kuuga atīa?
Old leaves and sheaths are susceptible to infections and can host infections if not removed in time.,Mathangū makūrū nīmanyitagwo nī mīrimū mangīa kūeherio ihinda-inī rīrīa rīagīrīire.
"Removal of old leaves helps in management of the Sigatoka leaf spots, limiting its spread to young leaves and plants, while the removal of old sheaths eliminates hiding places for adult banana weevils.","Kweheria mathangū makūrū nīgūteithagia kūnyihia mūrimū wa Sigatoka na gūtamba kūrī mathangū marīa manini kana mīmera ingī, kūrūta mīraba mīkūru nīgūteithagia kweheria kūrīa mboca cia marīgu cīngīhitha."
"In addition, old leaves that hang downwards shield the young plants from sunlight.","Ningī, mathangū makūrū marīa macuhaga nathī nī magitagīra mīmera mīnini kuumana na rīua"
"It is therefore recommended to remove all old leaves and sheaths that have attained natural senescence and use them as mulch,",Koguo nī harī bata kūruta mahuti mothe makūrū na ūmahūthīre kwarīra ta mūcing'i.
". It is, however, important that enough leaves are left on the plant to produce a good quality bunch.",He bata gūtīgīrīra mūmera waku wīna mahuti ma kūigana nīguo ūciare wega
The average number of leaves per banana plant should be 8 to 10 leaves at flowering and at harvest.,O mūtī wa marigū nī ūbatīe gūkoruo na mahuti 8-10 ūkīruta kīro na ūkīgetha
"Complete deleafing of the plant prior to harvesting is not recommended as this starts the ripening process, before the plant is actually ready",Kūruta mahuti mothe mbere ya kūgetha ti wega tondū nī gūtumaga marigū meruhe na ihenya mūmera ūtagimarīte wega.
Correct way to weed bananas?,Njīra njega ya kūrīmīra marigū nī īrīku?
Care should be taken to avoid any disturbance of the roots and the developing suckers.,ūmenyereri nī ūbatīe nīgūo kūgīrīrīria gūthūkia mīrī na thuna iria irakūra
Earthing up of the stem base is required in windy areas.,Ikīria itina tīīri wega kundū kūrīa kūrī rūhuho rūnene.
What is the importance of pruning and propping,Bata wa gūceha nīkīi?
"To provide bigger and higher quality bunches, bananas have to be de-suckered regularly to control any unwanted sucker growth.","Nīgūtūmaga gītina gīkorwo na hinya na marigū ma gīkīro kia igūrū, marigū nī mabatīe kūrūtuo thuna iria itarabatarania."
"Only three pseudo-stems should be allowed to remain on each corm: one bearing one half grown, and one just sprouting.","Mīkori ītatū no yo ībatiī gūtiguo īkūre. Ūmwe wa gūciara, umwe ūkūrīte nuthu na ūmwe ūgīthundūka"
Surplus suckers should be removed as early as possible in their development and perhaps used as planting material.,thuna nyingī ībatiī kweherio o ciathundūka na rīngī ūhūthīke kūhanda kūndū kūngī.
Dead leaves should be removed at least twice a year.,Mahuti momū mabatīe kūrutuo maita matanyīhīīre meri o mwaka
"After harvesting, the pseudo-stem should be cut off from the plant at ground level.","Thutha wa kūgetha rī, mīramba ībatiī kūrengūo harīa gītina-inī"
Propping of the fruit bearing pseudo-stem should be done to prevent breakage caused by heavy bunches.,Tira mūramba ūria ūraciara nīguo ndūkagūe kana kuunīka
"Done with wood or bamboo, for bamboo requires digging a hole about 40 to 60 cm deep at the base of the stem to install the prop.","Hūthīra mūtī kana mūrangi, mūrangi nī ūbataraga kwenjeruo ta 40cm-60cm nathīī nīguo kūnyitīīrīra mūrangi ūcio"
Tie the bunch to the prop near the portion where the fruit stalk emerges from the stem.,Tira mūramba harīa marigū marathundūkīra
Y-sticks can also be used for staking.,Mītī īhana Y no īhūthīke nīguo kūnyitīīrīra wega
This helps avoid unnecessary logging of the stems especially due to massive fruiting,Gwīka ūū nī kūgiragīrīria kūgia na marigū maaīngī mangīrehe nduma
What crops can be intercropped with banana?,Nī mīmera īrīkū īngīhanduo hamwe na marigū?
Perennial crops such as coffee can be intercropped with bananas for the provision of shade especially at establishment.,Mīmera ya īmera nene ta kahūa no īhandūo hamwe na marigū nīgūo kūhe kīruru
"They also benefit the banana by recycling nutrients from deep capture, because of their rooting system, via litter fall.",Nīteithagia marigū na kūhee īrio iria njega nīundu wa mīri yao.
Bean is the annual crop most commonly associated with banana.,Mboco nīo mūmera wa omwaka ūrīa ūnyitithanagio na marigū.
The two crops are compatible in a multi-story system as bean does not compete with banana above ground and is more shade tolerant than most other food crops.,Mīmera īno īrī nīīhotaga gukūra hamwe na mboco ndītoragio nīkīruru kīa marigū kūringithanio na mīmera īrīa īngī
Maize and sweet potatoes are intercropped with the young banana plants and are phased out at canopy closure.,Mbembe na ngwachī nī ihandanagīrio hamwe na marigū nīguo kūgīa kīruru
Fruit trees like jack fruit and papaw are established with the plantation as sources of fruit.,Matunda ta Jack fruit na mababaī mahandagūo marigūinī magatūhe matunda
Is it essential for a banana field to have trenches?,He bata marigū kūenjerūo mītaro?
"No, it is not essential.","Aca, hatirī bata"
"Trenches are usually dug where water flows through the banana field, in order to trap the water and also control erosion.",Mītaro yenjagūo kūrīa maaī maraikūruka nīgūo gūtega maaī na kūgīrīrīria tīīrī kūra
When is the best time to dig trenches? Can one dig trenches before planting?,Nī īhīnda rīrīkū rīega rīa kwenja mītaro
"Trenches are ideally dug immediately after the banana field is established, so that the young plants can benefit from the water that they hold.",Mītaro yagīrīiruo nī kwenjuo harīa marigū mahandūo nīguo mīmera īrīa mīnini īteithīke nī maaī mau
"It is ok to dig trenches before planting, but it will be best if you dig them after digging the planting holes.","He bata kwenja mītaro mbere ya kūhanda, no he bata makīria kwenja warīkia kwenja marima ma kūhanda"
How would you control monkeys that destroy the bananas?,īngīgirīrīria atia therū iria ithūkagia mūgūnda wa marigū?
"You can use a scarecrow in the banana field, or have the field guarded by a dog to scare away the monkeys.",No ūthondeke kamūndū mūgūnda-inī kana ūige ngui nīguo ciingate therū icio.
Why is ‘matooke’ from Western Uganda different in taste to that from Central Uganda?,Nīkīī marigū ma Rūgūrū rwa Uganda marī mūcamo ngūrani na ma Uganda ya gatagatī?
"This is caused by a number of factors, such as the soils, the rainfall pattern, management practices, etc.","Mūcamo ūyu ngūrani ūcūngagīrīrio nī maūndū matiganīte ta, mūthemba wa tīri, ūria mbura īraura na ūrīa mūgūnda ūrarorūo"
Can I grow bananas together with pineapples?,No nīme marigū hamwe na mananathi?
"Yes, bananas can be grown together with pineapples, but if bananas are the main crop, then
they need to be planted using a relatively bigger spacing.",Nomarīmwe hamwe mananathi na marigū no angīkoruo marigū nīmo ūtanyate kūrīma mūno tīgīrīra niwatigithūkania wega marima
When is the best time to cut off the male bud?,Nī ihinda rīrīkū rīega rīa kūrenga makūmba ma njamba?
When all the fingers have developed from the flowers.,Rīrīa njara ciothe ciakūra kuma kīro-inī
How long does a banana take to mature?,marigū makūraga thutha wa kahinda kaigana atīa?
Bananas take about one year from planting before the fruits are ready to eat.,marigū makūraga thutha wa mwaka ūmwe kuma ihinda rīa kūhanda matarītuo
Is it true that hoes should not be used to control weeds in bananas?,Nīma atī dībatiī kūhūthīra theci ngīrīma marigū?
It not true.,Ti ma
"However, precaution should be taken when using a hoe to not damage the roots of the bananas.",No he bata kūmenyerera mīri ya marigū ūkīhūthīra theci
Is it okay to spray herbicides in a banana field intercropped with coffee?,Nī wega kūhuhīra dawa cīa ria mūgūnda inī wa marigū hamwe na kahūa?
"Yes, it is okay as long as the herbicide is used according to the manufacturer’s specifications.",Hatirī thīna angīkorūo dawa īyo nīyahūthīrūo kūringana na ūrīa yedekithītio kuma kūrī athondeki
What tools are used to harvest bananas?,Nī indo īrīkū cibatie kūgetha marigū?
"On banana plantations, a wide variety of tools are used in order to harvest and maintain crops.",Mūgūnda-īni wa marigū nī kūrī indo nyīngī cīngīhūthīruo
"A few tools that are consistently used on banana plantations are shearing knives, pruners, and hand saws.","Hamwe ha indo icio nī, tūhīū twa gūceha, magathī na tho cia moko"
What happens if you pick bananas too early?,Nīkīī kīngīhanīka ūngīgetha marigū matarī  meru?
They must have sufficiently developed their shape in diameter and length.,Nīmabatīe gūkūra wega harī ūraihu na warīe
"If harvested too early, the taste will not develop well.","Magethagwo tene, matirī mūcamo mwega"
What are the best practices for fertilizing banana plants?,Nī atīa wega gūīkīra bataraitha harī marigū?
Conduct soil tests to determine nutrient deficiencies and apply a balanced fertilizer regimen based on the results.,Thima tīri nīgūo ūmenye nī bataraitha īrīkū ībataire kūrīngana na maumīrīra ma ūthuthuria
What is the best fertilizer for bananas in Kenya?,Nī bataraitha īrīkū njega ībatiī gūīkīruo marigū-inī Kenya?
"At planting, about 200 g of triple super phosphate (TSP) should be applied per plant.",ūkīhanda īkīra gramu 200 cia triple super phosphate (TSP) o harī mūmera
An early and good supply of nitrogen fertilizer is essential to accelerate the growth of pseudo-stems and faster flowering.,ūhei wa bataraitha ya Nitrogen kabere nī ūteithagia gūkūra kwa naihenya kwa mūmera na gūtūma mīramba īkorūo na hinya
What is the best manure for bananas?,Nī thumu ūrīku mwega wa marigū
Organic Grow - If you prefer to start your banana tree off with a high-nitrogen feed then Organic Grow is ideal with an NPK ratio of 7-2-3.,"Organic Grow- ūngītua kwambīrīria mūmera waku na nitrogen nyingī, ūhe Organic Grow īrīa īri na NPK gīthimo kīa 7-2-3"
"Organic Bloom - With an NPK ratio of 6-5-6, Organic Bloom will ensure your banana plants has everything it needs throughout the growing season.","Organic Bloom- īrī na gīthimo kīa 6-5-6, Organic bloom ītigagīrīra marigū maku mena irio iria ībatiī kīmera gīothe"
What is the recommended fertilizer and Manure to apply banana?,Nī bataraitha na thumu ūrīkū wendekithītio?
"At planting, about 200 g of triple super phosphate (TSP) should be applied per plant.","ūkīhanda rī, hūthīra ta gramu 200 cia Super phosphate TSP mūmera inī."
An early and good supply of nitrogen fertilizer is essential to accelerate the growth of pseudo-stems and faster flowering.,ūheo wa tene na wanaihenya wa bataraitha ya Nitrogen wī bata harī kūhiūhia ūkūria wa narua wa mūmera
"To 300 g of calcium ammonium nitrate (CAN) should be distributed around each stool per year, together with 125 g of TSP, which is worked into the soil.",Gramu 300 cia Calcium Ammonium Nitrate CAN ūbatie gwītirīrio gītina-inī harī o mwaka hamwe na gramu 125 cia TSP nīguo kūruta wīra tīīrī- inī
Two to four debes of decomposed farmyard manure is applied per stem per year before the rains.,Debe 2- 4 cia thumu nīciheagūo mūmera harī o mwaka mbura īta naura
This is applied on the outer diameter of the canopy.,īka ūū haraihu na gītina-inī
"A short forked hoe is used to incorporate the manure shallowly and carefully, to ensure no root damage.",Hūma nini īteithagia gūtukania thumu wega na tīri na kūgitīra gūthūkīa mīri
Does mulching control banana weevils?,Hihi kwarīra marigū nī kūgiragīrīria gūtamba kwa mboca cia marīgu?
"No, mulching does not control banana weevils.","Aca, Kwarīra marigū gūtigiragīrīria gūtamba kwa mboca cia marīgu"
"In fact, it increases their multiplication since it provides them with a favourable environment to reproduce.","Makīrīa, nī kuongerera ūciarithanio wacio tondū nīutethagia gucīhe handū hega ha gūciarana"
This is why it is not recommended to apply mulch close to the banana plant.,Nīkīo tī wega kwarīra hakuhī na mīmera ya marigū
Can a farmer who mulches his plantation but does not apply fertilizers obtain big bunches?,Hihi mūrīmi waragira mīmera yake mūcing'i na ndaheaga bataraitha no agīe honge nene?
"A farmer could still get quite big bunches, but they would be bigger if fertilizer was also used.","No agīe honge nene, no agīe nene makīria angīhūthīra bataraitha"
"The best bunches are produced where all the recommended agronomic practices are carried out, including both mulching and applying fertilizer.",Honge njega cigīagūo ūngīrūmīrīra mendekithia mothe ta kwarīra mīmera yaku hamwe na kuhe bataraitha
"As mulching conserves water in the soil, is it also necessary to dig trenches in a mulched banana","Kwarīra marigū gūteithagia kūnyihia kūra kwa maaī, harī bata kwenja mītaro harīa warīīre"
"If there is water flowing through the field, the trenches are needed even if the field is mulched.","Okorūo Harī maaī  maragera mūgūnda inī, mītaro nī ībatiī onangīkorūo niwarīire mūgūnda waku"
Mulching and trenches have different roles:,Kwarīra na kwenja mītaro nīrī mawira ngūrani
"mulching conserves water in the soil, whereas the trenches trap the water within the field and also stop topsoil from being eroded.","Kwarīra kūgitagīrīria maaī marīa marī tīri-inī , mītaro nayo ītegaga maaī marīa marī mūgūnda na ougūo kūgītīra tīri wa igūrū"
Which is better for banana production: chicken or cow manure?,Nī thumu ūrīku mwega mūgūnda īnī wa marigū?
"Both types of manure are good, and the type of manure you use depends on availability.",Mīthemba yothe ya thumu nī mīega na ūkīhūthīra o mūthemba nī kūraringana na woneku waguo
"However, chicken manure is used up faster than cow manure, so cow manure is better from that point of view.","Harī o ugūo rī, thumu wa ngūkū nī ūhūthīkaga narua makīria gukīra wa ng'ombe, koguo wa ng'ombe nī mwega makīria"
How can I tell fake fertilizers from genuine fertilizers?,ingī kūrana atīa bataraitha njega harī njūrū
The only way is to buy fertilizers from a reputable agro-input dealer or company.,Njīra njega no kūgūra bataraitha yaku harī mwendia ūīkaine weega kuma kambūni njega?
What is the maximum amount of organic fertilizers recommended for a banana plant?,Nī gīkīro kīrīkū batie kūhe bataraitha ya kīmerera harī mūmera wa marigū?
"Is it possible to ‘overdose’ with organic fertilizers, as is the case with inorganic ones?",No kūhoteke atī nīndakīria gīthimo kīa bataraitha ya kīmerera?
"No, overdose with organic fertilizers is very unlikely, but farmers should avoid using too much as it is a waste.","Aca, gūkīria gīthimo nī hinya. Harī o ugūo arīmī nī mabatīe gūīthema gūīkīra makīria nīguo kūgirīrīria gūthūkangia"
"For bananas, apply only two basins (~ 20 kg) of organic manure at the beginning of the rains.","Harī marigū, īkīra irai igirī (kilo 20) cia thumu mbura īkīambia"
Is there any relationship between nutrient deficiency and diseases in bananas?,Nī harī ūndū ūnyitithanagia wagi wa irio na mīrīmū harī marigū?
"Yes, there is a big relationship.",īī nī harī
Bananas that lack some nutrients are stressed and are much more easily attacked by diseases.,marigū marīa magaga mūthemba wa irio nīmagūmagīrūo nī mīrīmū mūno
Can nutrient deficiency weaken the bananas?,"Hihi, kwaga irio harī mūmera nogūtūme mūmera kwaga hinya?"
"Yes, nutrient deficiency weakens the bananas and also leads to poor harvest.","īī nigūo, wagi wa irio no gūtūme mūmera wage hinya na mwisho wage maciaro mega"
How do I market my bananas in Kenya?,Ngwetha atīa thoko ya marigū makwa Kenya?
"You can sell bananas in local markets, to fruit vendors, or export them.","No wendie marigū kūrī thoko nini, endia a matunda kana nja ya būrūri"
Building relationships with buyers and cooperatives can help access markets.,Gūthondeka ūnyitanīri wa agūri na honge cia ūgūri nī iteithagia kūona thoko.
How can I control banana weevils on my farm?,īngīnyihia atīa mboca cia marīgu mūgūnda-inī wakwa?
"Control measures include using healthy planting materials, proper sanitation, and applying appropriate pesticides when necessary.","Njīra cia kugīrīrīria nī hamwe na, kūhūthīra Indo therū na kūhuthīra dawa cia tūtambi īria ibatie rīrīa kūbatiī."
"What is Panama disease, and how can it be managed?",Mūrimū wa Panama nī ūrīkū na ūngīrorūo atīa?
Panama disease is a devastating fungal disease.,Mūrimū wa Panama nī mūrimū mūru wa marigū
Management includes planting resistant varieties and maintaining strict sanitation practices.,Gūthaitīra nī hamwe na kuhanda mbeu iria hetūkie na cīngīītiria mīrīmū hamwe na kūrora ūtheru wa mūgūnda
How do I prevent diseases like Black Sigatoka in my banana plantation?,īngīgitia atīa mūrimū ta Black Sigatoka mūgūnda inī wakwa wa Marigū
"Implementing proper disease management practices, including regular fungicide applications and sanitation, can help prevent Black Sigatoka.",Kūmenyerera mūgūnda nī hamwe kūhūra dawa cia fungicide na gūtigīrīra kūrī na ūtheru wa mūgūnda. gwīka ūū nī gūkūgirīrīria Black Sigatoka
How can I improve my banana plantation?,ingīagīria atīa makīria mūgūnda wakwa wa Marigū?
