Reference,Kikuyu,English
Luke 1:13,"No mũraika ũcio akĩmwĩra atĩrĩ: “Zakaria, tiga gwĩtigĩra; mahooya maku nĩmaiguĩtwo. Mũtumia waku Elizabethi nĩagagũciarĩra mwana wa kahĩĩ, nawe nĩũkamũtua Johana.","But the angel said to him, “Don’t be afraid, Zacharias, because your request has been heard. Your wife, Elizabeth, will bear you a son, and you shall call his name John."
Luke 1:14,"Nĩũgakena na ũcanjamũke, nĩ ũndũ wake na andũ aingĩ nĩmagakenio nĩgũciarwo gwake,","You will have joy and gladness, and many will rejoice at his birth."
Luke 1:15,"nĩgũkorwo nĩagatuĩka mũndũ mũnene maitho-inĩ ma Mwathani. Ndarĩ hĩndĩ akaanyua ndibei o na kana kĩndũ o kĩngĩ kĩgagatu kĩngĩtũma mũndũ arĩĩo, na nĩakaiyũrwo nĩ Roho Mũtheru kuuma o gũciarwo gwake.","For he will be great in the sight of the Lord, and he will drink no wine nor strong drink. He will be filled with the Holy Spirit, even from his mother’s womb."
Luke 1:16,Nake nĩakagarũra andũ aingĩ a Isiraeli macookerere Mwathani Ngai wao.,He will turn many of the children of Israel to the Lord their God.
Luke 1:17,"Na nĩagathiĩ mbere ya Mwathani arĩ na roho na hinya wa Elija, nĩguo agarũre ngoro cia maithe mendane na ciana ciao, nao arĩa aremi amagarũre magĩe na ũũgĩ wa andũ arĩa athingu, nĩgeetha ahaarĩrie andũ mahote gweterera Mwathani.”","He will go before him in the spirit and power of Elijah, ‘to turn the hearts of the fathers to the children,’* and the disobedient to the wisdom of the just; to prepare a people prepared for the Lord.”"
Luke 1:18,"Zakaria akĩũria mũraika ũcio atĩrĩ, “Ingĩmenya ma ya ũhoro ũcio atĩa? Niĩ ndĩ mũthuuri mũkũrũ o na mũtumia wakwa arĩ na mĩaka mĩingĩ.”","Zacharias said to the angel, “How can I be sure of this? For I am an old man, and my wife is well advanced in years.”"
Luke 1:19,"Mũraika ũcio akĩmũcookeria atĩrĩ, “Niĩ nĩ niĩ Gaburieli, ũrĩa ũrũgamaga mbere ya Ngai, na nĩ gũtũmwo ndũmĩtwo ngwarĩrie na ngwĩre ũhoro ũyũ mwega.","The angel answered him, “I am Gabriel, who stands in the presence of God. I was sent to speak to you and to bring you this good news."
Luke 1:20,"Na rĩu nĩũgũkira ũremwo nĩ kwaria nginya mũthenya ũrĩa ũndũ ũcio ũkaahinga, tondũ ndũnetĩkia ciugo ciakwa, o icio ikaahinga ihinda rĩrĩa rĩagĩrĩire rĩakinya.”","Behold,† you will be silent and not able to speak until the day that these things will happen, because you didn’t believe my words, which will be fulfilled in their proper time.”"
Luke 1:21,"Hĩndĩ ĩyo yothe, andũ nĩmetereire Zakaria na makarigagwo nĩ kĩrĩa gĩatũmĩte aikare mũno ũguo thĩinĩ wa hekarũ.*","The people were waiting for Zacharias, and they marveled that he delayed in the temple."
Luke 1:22,"Rĩrĩa oimire, ndaigana kũhota kũmaarĩria; magĩkĩmenya atĩ nĩonete kĩoneki arĩ thĩinĩ wa hekarũ, nĩgũkorwo no kũmaheneria aamahenagĩria na guoko, agĩikara o ũguo atekũhota kwaria.","When he came out, he could not speak to them. They perceived that he had seen a vision in the temple. He continued making signs to them, and remained mute."
Luke 1:23,"Rĩrĩa ihinda rĩake rĩa gũtungata† rĩathirire-rĩ, akĩinũka gwake mũciĩ.","When the days of his service were fulfilled, he departed to his house."
Luke 1:24,"Thuutha ũcio Elizabethi mũtumia wake akĩgĩa nda, na handũ ha mĩeri ĩtano agĩikara ehithĩte.","After these days Elizabeth his wife conceived, and she hid herself five months, saying,"
Luke 1:25,"Akiuga atĩrĩ, “Nĩ Mwathani ũnjĩkĩire ũũ. Matukũ-inĩ maya nĩanjĩkĩte wega na akanjehereria thoni cia kũmenwo nĩ andũ.”","“Thus has the Lord done to me in the days in which he looked at me, to take away my reproach among men.”"
Luke 1:26,"Naguo mweri wa ĩtandatũ wa Elizabethi gũkorwo arĩ na nda-rĩ, Ngai nĩatũmire mũraika Gaburieli athiĩ Nazarethi itũũra rĩarĩ kũu Galili,","Now in the sixth month, the angel Gabriel was sent from God to a city of Galilee named Nazareth,"
Luke 1:27,"akĩmũtũma kũrĩ mũirĩtu gathirange worĩtio nĩ mũndũ wetagwo Jusufu, wa rũciaro rwa Daudi. Mũirĩtu ũcio gathirange eetagwo Mariamu.","to a virgin pledged to be married to a man whose name was Joseph, of David’s house. The virgin’s name was Mary."
Luke 1:28,"Mũraika ũcio akĩmuumĩrĩra, akĩmwĩra atĩrĩ, “Nĩndakũgeithia, wee ũrathimĩtwo mũno! Mwathani arĩ hamwe nawe.”","Having come in, the angel said to her, “Rejoice, you highly favored one! The Lord is with you. Blessed are you among women!”"
Luke 1:29,"Nake Mariamu agĩthĩĩnĩka mũno nĩ ũndũ ũcio, na akĩgega akĩrigwo nĩ ũhoro wa ngeithi icio.","But when she saw him, she was greatly troubled at the saying, and considered what kind of salutation this might be."
Luke 1:30,"Nowe mũraika ũcio akĩmwĩra atĩrĩ, “Mariamu tiga gwĩtigĩra, nĩgũkorwo nĩũkinyĩirwo nĩ wega wa Ngai.","The angel said to her, “Don’t be afraid, Mary, for you have found favor with God."
Luke 1:31,"Nawe nĩũkũgĩa nda na nĩũgaaciara mwana wa kahĩĩ, nawe nĩũkamũtua Jesũ.","Behold, you will conceive in your womb and give birth to a son, and shall name him ‘Jesus.’"
Luke 1:32,"Nake nĩagatuĩka mũnene na ageetagwo Mũrũ-wa-Ũrĩa-ũrĩ-Igũrũ-Mũno. Mwathani Ngai nĩakamũhe gĩtĩ kĩa ũnene kĩrĩa gĩa ithe Daudi,","He will be great and will be called the Son of the Most High. The Lord God will give him the throne of his father David,"
Luke 1:33,nake nĩagathamakĩra nyũmba ya Jakubu nginya tene; ũthamaki wake ndũgaathira o na rĩ.”,and he will reign over the house of Jacob forever. There will be no end to his Kingdom.”
Luke 1:34,"Mariamu akĩũria mũraika ũcio atĩrĩ, “Ũndũ ũyũ ũngĩhoteka atĩa, kuona atĩ ndĩ o mũirĩtu gathirange?”","Mary said to the angel, “How can this be, seeing I am a virgin?”"
Luke 1:35,"Nake mũraika ũcio akĩmũcookeria, akĩmwĩra atĩrĩ, “Roho Mũtheru nĩagooka igũrũ rĩaku naguo hinya wa Ũrĩa-ũrĩ-Igũrũ-Mũno nĩũgakũhumbĩra, nĩ ũndũ ũcio mwana ũrĩa ũgaaciarwo nĩ mũtheru na ageetagwo Mũrũ wa Ngai.","The angel answered her, “The Holy Spirit will come on you, and the power of the Most High will overshadow you. Therefore also the holy one who is born from you will be called the Son of God."
Luke 1:36,"O na Elizabethi, ũrĩa wa mbarĩ cianyu, o nake nĩekũgĩa kaana arĩ mũkũrũ, o ũcio weragwo atĩ nĩ thaata, nĩgũkorwo rĩu arĩ na nda ya mĩeri ĩtandatũ.","Behold, Elizabeth your relative also has conceived a son in her old age; and this is the sixth month with her who was called barren."
Luke 1:37,Nĩgũkorwo gũtirĩ ũndũ ũngĩrema Ngai.”,For nothing spoken by God is impossible.”‡
Luke 1:38,"Nake Mariamu akĩmũcookeria atĩrĩ, “Niĩ ndĩ ndungata ya Mwathani. Ndĩrogĩĩkwo o ta ũguo woiga.” Hĩndĩ ĩyo mũraika akĩmũtiga agĩthiĩ.","Mary said, “Behold, the servant of the Lord; let it be done to me according to your word.” Then the angel departed from her."
Luke 1:39,"Matukũ-inĩ o ro macio, Mariamu akĩĩhaarĩria, agĩthiĩ ahiũhĩte nginya itũũra rĩarĩ bũrũri ũrĩa ũrĩ irĩma wa Judea,","Mary arose in those days and went into the hill country with haste, into a city of Judah,"
Luke 1:40,"agĩtoonya mũciĩ gwa Zakaria, na akĩgeithia Elizabethi.",and entered into the house of Zacharias and greeted Elizabeth.
Luke 1:41,"Rĩrĩa Elizabethi aiguire ngeithi cia Mariamu-rĩ, kaana gake gakĩambarara karĩ nda yake, nake Elizabethi akĩiyũrwo nĩ Roho Mũtheru.","When Elizabeth heard Mary’s greeting, the baby leaped in her womb; and Elizabeth was filled with the Holy Spirit."
Luke 1:42,"Akĩanĩrĩra na mũgambo mũnene, akiuga atĩrĩ, “Wee wĩ mũrathime gatagatĩ ka atumia othe, nako kaana karĩa ũgaaciara nĩkarathime!","She called out with a loud voice and said, “Blessed are you among women, and blessed is the fruit of your womb!"
Luke 1:43,"No nĩ kĩĩ gĩtũmĩte njĩkwo wega ũũ, atĩ nyina wa Mwathani wakwa no ooke kũnjeerera?","Why am I so favored, that the mother of my Lord should come to me?"
Luke 1:44,"Ndaigua mũgambo wa ngeithi ciaku wakinya matũ-inĩ makwa, nako kaana karĩa karĩ nda yakwa kambarara nĩ ũndũ wa gũkena.","For behold, when the voice of your greeting came into my ears, the baby leaped in my womb for joy!"
Luke 1:45,"Kũrathimwo-rĩ, nĩ mũndũ ũcio wĩtĩkĩtie atĩ maũndũ marĩa Mwathani amwĩrĩte nĩmakahingio!”","Blessed is she who believed, for there will be a fulfillment of the things which have been spoken to her from the Lord!”"
Luke 1:46,"Nake Mariamu akiuga atĩrĩ: “Ngoro yakwa nĩĩragooca Mwathani,","Mary said, “My soul magnifies the Lord."
Luke 1:47,"naguo roho wakwa nĩũrakenera Ngai Mũhonokia wakwa,","My spirit has rejoiced in God my Savior,"
Luke 1:48,"nĩgũkorwo nĩaririkanĩte kwĩnyiihia kwa ndungata yake. Kuuma rĩu njiarwa ciothe irĩĩnjĩtaga mũrathime,","for he has looked at the humble state of his servant. For behold, from now on, all generations will call me blessed."
Luke 1:49,"nĩgũkorwo Ũcio ũrĩ Hinya nĩanjĩkĩire maũndũ manene, narĩo rĩĩtwa rĩake nĩ rĩtheru.",For he who is mighty has done great things for me. Holy is his name.
Luke 1:50,"Tha ciake nĩikinyagĩra arĩa mamwĩtigagĩra, kuuma njiarwa nginya njiarwa.",His mercy is for generations and generations on those who fear him.
Luke 1:51,Nĩekĩte maũndũ ma hinya na guoko gwake; na arĩa etĩĩi aharaganagia meciiria ma ngoro ciao.,He has shown strength with his arm. He has scattered the proud in the imagination of their hearts.
Luke 1:52,"Nĩaharũrũkĩtie aathani kuuma itĩ-inĩ ciao cia ũnene, no agatũũgĩria arĩa menyiihagia.","He has put down princes from their thrones, and has exalted the lowly."
Luke 1:53,"Nĩahũũnĩtie arĩa ahũtu na maũndũ mega, no arĩa itonga akamaingata matarĩ na kĩndũ.",He has filled the hungry with good things. He has sent the rich away empty.
Luke 1:54,"Nĩateithĩtie Isiraeli ndungata yake, akaririkana ũhoro wake wa kũiguanĩra tha,","He has given help to Israel, his servant, that he might remember mercy,"
Luke 1:55,"o ta ũrĩa eerire maithe maitũ, atĩ nĩakaiguĩra Iburahĩmu hamwe na njiaro ciake tha, nginya tene.”","as he spoke to our fathers, to Abraham and his offspring§ forever.”"
Luke 1:56,"Nake Mariamu agĩikara na Elizabethi ta mĩeri ĩtatũ, agĩcooka akĩinũka kwao.","Mary stayed with her about three months, and then returned to her house."
Luke 1:57,"Na rĩrĩ, ihinda rĩa Elizabethi rĩakinya rĩa gũciara, agĩciara kahĩĩ.","Now the time that Elizabeth should give birth was fulfilled, and she gave birth to a son."
Luke 1:58,"Andũ a itũũra rĩake na a mbarĩ ciao makĩigua atĩ Mwathani nĩakĩrĩrĩirie kũmũiguĩra tha, nao magĩkena hamwe nake.","Her neighbors and her relatives heard that the Lord had magnified his mercy toward her, and they rejoiced with her."
Luke 1:59,"Mũthenya wa ĩnana wakinya, magĩũka nĩguo maruithie kaana kau, nao meendaga gũgatua Zakaria o ta ũrĩa ithe eetagwo,","On the eighth day, they came to circumcise the child; and they would have called him Zacharias, after the name of his father."
Luke 1:60,"no nyina akĩaria, akiuga atĩrĩ, “Aca! Gegwĩtwo Johana.”","His mother answered, “Not so; but he will be called John.”"
Luke 1:61,"Nao andũ makĩmwĩra atĩrĩ, “Gũtirĩ mũndũ wa mbarĩ cianyu wĩtagwo rĩĩtwa rĩu!”","They said to her, “There is no one among your relatives who is called by this name.”"
Luke 1:62,Nao makĩũria ithe ũrĩa angĩenda gatuuo na ũndũ wa kũmũheneria na moko.,"They made signs to his father, what he would have him called."
Luke 1:63,"Akĩmeetia kahengere ga kwandĩkwo, nake akĩandĩka atĩrĩ, “Rĩĩtwa rĩako nĩ Johana.” Naguo ũndũ ũcio ũkĩgegia andũ othe.","He asked for a writing tablet, and wrote, “His name is John.” They all marveled."
Luke 1:64,"O hĩndĩ ĩyo akĩhingũka kanua, naruo rũrĩmĩ rwake rũkĩregera, akĩambĩrĩria kwaria, akĩgooca Ngai.","His mouth was opened immediately and his tongue freed, and he spoke, blessing God."
Luke 1:65,"Nao andũ othe a itũũra makĩiyũrwo nĩ guoya, makaaragia ũhoro wa maũndũ macio mothe, namo makĩhunja bũrũri-inĩ ũcio wothe wa irĩma wa Judea.","Fear came on all who lived around them, and all these sayings were talked about throughout all the hill country of Judea."
Luke 1:66,"Nao arĩa othe maiguire ũhoro ũcio makĩgegio nĩguo makĩũria atĩrĩ, “Kaĩ kaana gaka gagaatuĩka ũ? Nĩgũkorwo guoko kwa Mwathani kwarĩ hamwe nako.”","All who heard them laid them up in their heart, saying, “What then will this child be?” The hand of the Lord was with him."
Luke 1:67,"Nake ithe Zakaria akĩiyũrwo nĩ Roho Mũtheru, akĩratha ũhoro, akiuga atĩrĩ,","His father Zacharias was filled with the Holy Spirit, and prophesied, saying,"
Luke 1:68,"“Mwathani Ngai wa Isiraeli arogoocwo, tondũ nĩokĩte na agakũũra andũ ake.","“Blessed be the Lord, the God of Israel, for he has visited and redeemed his people;"
Luke 1:69,"Nĩatwambararĩirie rũhĩa rwa ũhonokio thĩinĩ wa nyũmba ya Daudi, ndungata yake",and has raised up a horn of salvation for us in the house of his servant David
Luke 1:70,"(o ta ũrĩa aarĩtie matukũ ma tene na tũnua twa anabii ake atheru),","(as he spoke by the mouth of his holy prophets who have been from of old),"
Luke 1:71,"rwa gũtũhonokia kuuma kũrĩ thũ ciitũ, na kuuma kũrĩ guoko kwa arĩa othe matũmenaga,",salvation from our enemies and from the hand of all who hate us;
Luke 1:72,"nĩguo aiguĩre maithe maitũ tha, na aririkane kĩrĩkanĩro gĩake gĩtheru,","to show mercy toward our fathers, to remember his holy covenant,"
Luke 1:73,o mwĩhĩtwa ũrĩa eehĩtĩire ithe witũ Iburahĩmu:,"the oath which he swore to Abraham our father,"
Luke 1:74,"atĩ nĩagatũhonokia kuuma guoko-inĩ gwa thũ ciitũ, na atũhotithie kũmũtungatagĩra tũtarĩ na guoya,","to grant to us that we, being delivered out of the hand of our enemies, should serve him without fear,"
Luke 1:75,tũrĩ atheru na athingu mbere yake matukũ-inĩ maitũ mothe.,in holiness and righteousness before him all the days of our life.
Luke 1:76,"“O nawe, kaana gakwa, nĩũgetagwo mũnabii wa Ũrĩa-ũrĩ-Igũrũ-Mũno; nĩgũkorwo nĩũgaathiiaga mbere ya Mwathani nĩguo ũmũthondekagĩre njĩra ciake,","And you, child, will be called a prophet of the Most High; for you will go before the face of the Lord to prepare his ways,"
Luke 1:77,"na ũmenyithie andũ ake ũhoro wa ũhonokio nĩ ũndũ wa kũrekerwo mehia mao,","to give knowledge of salvation to his people by the remission of their sins,"
Luke 1:78,"na tondũ wa tha nyingĩ cia Ngai witũ, tha icio nĩigatũma riũa rĩtũrathĩre kuuma igũrũ,","because of the tender mercy of our God, by which the dawn from on high will visit us,"
Luke 1:79,"nĩgeetha rĩarĩre arĩa matũũraga nduma-inĩ, o na arĩa matũũraga kĩĩruru-inĩ gĩa gĩkuũ, nĩguo rĩtongorie magũrũ maitũ njĩra-inĩ ya thayũ.”",to shine on those who sit in darkness and the shadow of death; to guide our feet into the way of peace.”
Luke 1:80,"Nako kaana kau gagĩkũra, na gakĩgĩa hinya roho-inĩ wako; nake agĩtũũra werũ-inĩ nginya hĩndĩ ĩrĩa eyumĩririe kũrĩ andũ a Isiraeli.","The child was growing and becoming strong in spirit, and was in the desert until the day of his public appearance to Israel."
Luke 2:1,"Na rĩrĩ, matukũ-inĩ macio, Kaisari Augusito nĩarutire watho atĩ andũ othe a mabũrũri mothe marĩa maathanagwo nĩ Aroma matarwo.","Now in those days, a decree went out from Caesar Augustus that all the world should be enrolled."
Luke 2:2,(Rĩĩrĩ nĩrĩo rĩarĩ itarana rĩa mbere rĩrĩa rĩataranirwo hĩndĩ ĩrĩa Kuirinio aarĩ barũthi wa Suriata.),This was the first enrollment made when Quirinius was governor of Syria.
Luke 2:3,Nao andũ magĩthiĩ kwĩyandĩkithia o mũndũ itũũra-inĩ rĩake mwene.,"All went to enroll themselves, everyone to his own city."
Luke 2:4,"Nĩ ũndũ ũcio Jusufu o nake akĩambata kuuma itũũra rĩa Nazarethi kũu Galili, agĩthiĩ Judea, agĩkinya Bethilehemu itũũra rĩa Daudi, tondũ we aarĩ wa nyũmba o na wa mbarĩ ya Daudi.","Joseph also went up from Galilee, out of the city of Nazareth, into Judea, to David’s city, which is called Bethlehem, because he was of the house and family of David,"
Luke 2:5,"Nake aathiire kuo nĩgeetha makeyandĩkithie marĩ na Mariamu, mũirĩtu ũrĩa endaga kũhikia, nake aarĩ mũritũ.","to enroll himself with Mary, who was pledged to be married to him as wife, being pregnant."
Luke 2:6,"Na hĩndĩ ĩrĩa maarĩ o kũu, ihinda rĩa mwana gũciarwo rĩgĩkinya,","While they were there, the day had come for her to give birth."
Luke 2:7,"Nake Mariamu akĩrigithatha kaana ga kahĩĩ. Agĩkooha na taama, agĩgakomia thĩinĩ wa mũharatĩ tondũ nĩmagĩte handũ ha kũraara thĩinĩ wa nyũmba ya ageni.","She gave birth to her firstborn son. She wrapped him in bands of cloth and laid him in a feeding trough, because there was no room for them in the inn."
Luke 2:8,"Na kũu bũrũri ũcio, nĩ kwarĩ arĩithi maikaraga mĩgũnda-inĩ, maikarĩtie mahiũ mao ũtukũ.*","There were shepherds in the same country staying in the field, and keeping watch by night over their flock."
Luke 2:9,"Mũraika wa Mwathani akĩmoimĩrĩra, naguo riiri wa Mwathani ũkĩmatherera hau maarĩ, nao makĩnyiitwo nĩ guoya.","Behold, an angel of the Lord stood by them, and the glory of the Lord shone around them, and they were terrified."
Luke 2:10,"No mũraika ũcio akĩmeera atĩrĩ, “Tigai gwĩtigĩra. Ndamũrehera ũhoro mwega na wa gĩkeno kĩnene, ũrĩa ũgaatuĩka wa andũ othe.","The angel said to them, “Don’t be afraid, for behold, I bring you good news of great joy which will be to all the people."
Luke 2:11,"Ũmũthĩ itũũra-inĩ rĩa Daudi, nĩmũciarĩirwo mũhonokia; nake nĩwe Kristũ ũrĩa Mwathani.","For there is born to you today, in David’s city, a Savior, who is Christ† the Lord."
Luke 2:12,"Na rĩrĩ, kĩrĩa kĩrĩmũmenyithia ũhoro ũcio nĩ gĩkĩ: Nĩmũrĩona gakenge koheetwo na taama gakometio thĩinĩ wa mũharatĩ.”","This is the sign to you: you will find a baby wrapped in strips of cloth, lying in a feeding trough.”"
Luke 2:13,"Na o rĩmwe hakiumĩra gĩkundi kĩnene kĩa araika a igũrũ hamwe na mũraika ũcio, makĩgooca Ngai, makiuga atĩrĩ,","Suddenly, there was with the angel a multitude of the heavenly army praising God and saying,"
Luke 2:14,"“Ngai arokumio kũu igũrũ mũno, naguo thayũ ũrogĩa gũkũ thĩ kũrĩ andũ arĩa akenagĩra.”","“Glory to God in the highest, on earth peace, good will toward men.”"
Luke 2:15,"Na rĩrĩa araika acio maamatigire magĩcooka igũrũ-rĩ, arĩithi acio makĩĩrana atĩrĩ, “Nĩtũthiĩ Bethilehemu tũkoone ũndũ ũcio wĩkĩkĩte, ũcio Mwathani aatũhe ũhoro waguo.”","When the angels went away from them into the sky, the shepherds said to one another, “Let’s go to Bethlehem, now, and see this thing that has happened, which the Lord has made known to us.”"
Luke 2:16,"Nĩ ũndũ ũcio magĩthiĩ mahiũhĩte, magĩkora Mariamu na Jusufu o na gakenge kau gakometio thĩinĩ wa mũharatĩ.","They came with haste and found both Mary and Joseph, and the baby was lying in the feeding trough."
Luke 2:17,"Na maarĩkia gũkoona, makĩmemerekia ũhoro ũrĩa maaheetwo ũkoniĩ kaana kau,","When they saw it, they publicized widely the saying which was spoken to them about this child."
Luke 2:18,nao arĩa othe maũiguire makĩgegio mũno nĩ maũndũ marĩa arĩithi acio maameeraga.,All who heard it wondered at the things which were spoken to them by the shepherds.
Luke 2:19,"Nowe Mariamu akĩiga maũndũ macio mothe ngoro-inĩ yake, na agĩikara akĩmeciiragia.","But Mary kept all these sayings, pondering them in her heart."
Luke 2:20,"Nao arĩithi acio makĩhũndũka, magĩkumagia na makĩgoocaga Ngai nĩ ũndũ wa maũndũ macio mothe maiguĩte na makoona, o ta ũrĩa meerĩĩtwo.","The shepherds returned, glorifying and praising God for all the things that they had heard and seen, just as it was told them."
Luke 2:21,"Mũthenya wa kanana wakinya, rĩrĩa ihinda rĩako rĩa kũrua rĩakinyire-rĩ, kaana kau gagĩtuuo Jesũ, rĩĩtwa rĩrĩa mũraika aakaheete mbere ya nyina kũgĩa nda yako.","When eight days were fulfilled for the circumcision of the child, his name was called Jesus, which was given by the angel before he was conceived in the womb."
Luke 2:22,"Na rĩrĩ, rĩrĩa ihinda rĩao rĩa gũtherio rĩakinyire kũringana na Watho wa Musa-rĩ,† Jusufu na Mariamu magĩgatwara Jerusalemu nĩguo magakaneane harĩ Mwathani","When the days of their purification according to the law of Moses were fulfilled, they brought him up to Jerusalem to present him to the Lord"
Luke 2:23,"(o ta ũrĩa kwandĩkĩtwo Watho-inĩ wa Mwathani atĩrĩ, “Irigithathi rĩothe rĩa kahĩĩ nĩ rĩrĩamũragĩrwoMwathani”),","(as it is written in the law of the Lord, “Every male who opens the womb shall be called holy to the Lord”),*"
Luke 2:24,na marute igongona kũringana na ũrĩa Watho wa Mwathani uugĩte: “Nĩ ndirahũgĩ igĩrĩ kana tũtutuura twĩrĩ.”,"and to offer a sacrifice according to that which is said in the law of the Lord, “A pair of turtledoves, or two young pigeons.”*"
Luke 2:25,"Na rĩrĩ, nĩ kwarĩ mũndũ kũu Jerusalemu wetagwo Simeoni, warĩ mũthingu na mwĩtigĩri Ngai. Nake aatũire etereire kũhonokio kwa Isiraeli, nake Roho Mũtheru aarĩ hamwe nake.","Behold, there was a man in Jerusalem whose name was Simeon. This man was righteous and devout, looking for the consolation of Israel, and the Holy Spirit was on him."
Luke 2:26,Nĩaguũrĩirio nĩ Roho Mũtheru atĩ ndagakua atoneete Kristũ ũrĩa wa Mwathani.,It had been revealed to him by the Holy Spirit that he should not see death before he had seen the Lord’s Christ.‡
Luke 2:27,"Nake agĩtoonya thĩinĩ wa hekarũ atongoretio nĩ Roho. Na rĩrĩa aciari a kaana kau ti Jesũ, maagatwarire hekarũ thĩinĩ nĩguo mahingie ũrĩa mũtugo wa watho watuĩte-rĩ,","He came in the Spirit into the temple. When the parents brought in the child, Jesus, that they might do concerning him according to the custom of the law,"
Luke 2:28,"Simeoni agĩkaiyũkia moko-inĩ make na akĩgooca Ngai, akiuga atĩrĩ:","then he received him into his arms and blessed God, and said,"
Luke 2:29,"“Mwathani Mwene-Hinya, rĩu rekereria ndungata yaku ĩthiĩ na thayũ, o ta ũrĩa wanjĩĩrĩire.","“Now you are releasing your servant, Master, according to your word, in peace;"
Luke 2:30,"Nĩgũkorwo maitho makwa nĩmonete ũhonokio waku,","for my eyes have seen your salvation,"
Luke 2:31,"ũrĩa ũhaarĩirie mbere ya andũ othe,",which you have prepared before the face of all peoples;
Luke 2:32,"ũrĩ ũtheri wa kũguũrĩria andũ-a-Ndũrĩrĩ, o na riiri kũrĩ andũ aku a Isiraeli.”","a light for revelation to the nations, and the glory of your people Israel.”"
Luke 2:33,Nake ithe na nyina makĩgega mũno nĩ ũndũ wa maũndũ marĩa maaririo igũrũ rĩako.,Joseph and his mother were marveling at the things which were spoken concerning him.
Luke 2:34,"Simeoni agĩcooka akĩmarathima akĩĩra Mariamu, nyina wa kaana kau atĩrĩ, “Kaana gaka nĩ gatuĩtwo ga kũgũithia na gũũkĩria andũ aingĩ thĩinĩ wa Isiraeli, na gatuĩke kĩmenyithia kĩrĩa kĩrĩmenagĩrĩrio,","Simeon blessed them, and said to Mary, his mother, “Behold, this child is appointed for the falling and the rising of many in Israel, and for a sign which is spoken against."
Luke 2:35,nĩgeetha meciiria ma ngoro nyingĩ maguũrio. O na ngoro yaku o nayo nĩĩgatheecwo na rũhiũ rwa njora.”,"Yes, a sword will pierce through your own soul, that the thoughts of many hearts may be revealed.”"
